"ENTIDAD","NOMBRE_CIENTIFICO","K1","TItulo","Short_Title"
"COLIMA","SPHYRAENA BARRACUDA","BUZO MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de SPHYRAENA BARRACUDA en COLIMA"
"COLIMA","Sphyraena spp","BARRACUDA MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Sphyraena spp en COLIMA"
"COLIMA","Sphyrna lewini","CORNUDA MANZANILLO TIBURON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Sphyrna lewini en COLIMA"
"COLIMA","Synodus foetens","CHILE MANZANILLO; TECOMAN OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Synodus foetens en COLIMA"
"COLIMA","Tetrapturus spp/Makaira spp","MARLIN SE MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Tetrapturus spp/Makaira spp en COLIMA"
"COLIMA","Thunnus alalunga","ALBACORA MANZANILLO ATUN Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Thunnus alalunga en COLIMA"
"COLIMA","Thunnus albacares","ATUN ALETA AMARILLA MANZANILLO ATUN Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Thunnus albacares en COLIMA"
"COLIMA","Trachinotus falcatus","PALOMETA MANZANILLO; TECOMAN PAMPANO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Trachinotus falcatus en COLIMA"
"COLIMA","Trachinotus rhodopus","RAYADO TECOMAN OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Trachinotus rhodopus en COLIMA"
"COLIMA","TRACHINOTUS SPP","PAMPANO SE MANZANILLO PAMPANO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de TRACHINOTUS SPP en COLIMA"
"COLIMA","TRACHYPENAEUS PACIFICUS","CAMARON BOTALON MANZANILLO CAMARON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de TRACHYPENAEUS PACIFICUS en COLIMA"
"COLIMA","Upeneus parvus","CHIVO MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Upeneus parvus en COLIMA"
"COLIMA","Xenichthys xanti","SALMONETE MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Xenichthys xanti en COLIMA"
"COLIMA","Xiphias gladius","PEZ ESPADA MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Xiphias gladius en COLIMA"
"DURANGO","Cyprinus spp","CARPA SE DURANGO CARPA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Cyprinus spp en DURANGO"
"DURANGO","Cyprinus spp","CARPA SE DURANGO CARPA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Cyprinus spp en DURANGO"
"DURANGO","Ictalurus furcatus","BAGRE AZUL DURANGO BAGRE Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Ictalurus furcatus en DURANGO"
"DURANGO","Ictalurus punctatus","BAGRE DE CANAL DURANGO BAGRE Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Ictalurus punctatus en DURANGO"
"DURANGO","Lepomis macrochirus","MOJARRA AGALLAS AZULES DURANGO MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Lepomis macrochirus en DURANGO"
"DURANGO","Micropterus salmoides","LOBINA NEGRA DURANGO LOBINA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Micropterus salmoides en DURANGO"
"DURANGO","ONCORHYNCHUS MYKISS","TRUCHA ARCO-IRIS DURANGO TRUCHA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de ONCORHYNCHUS MYKISS en DURANGO"
"DURANGO","Oreochromis spp.","TILAPIA SE DURANGO MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Oreochromis spp. en DURANGO"
"DURANGO","Oreochromis spp.","TILAPIA SE DURANGO MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Oreochromis spp. en DURANGO"
"DURANGO","PROMOXIS SPP","CRAPPIE DURANGO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de PROMOXIS SPP en DURANGO"
"GUANAJUATO","Cambarellus zempoalensis","ACOCIL CELAYA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Cambarellus zempoalensis en GUANAJUATO"
"GUANAJUATO","Chirostoma spp","CHARAL SE CELAYA CHARAL Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Chirostoma spp en GUANAJUATO"
"GUANAJUATO","Chirostoma spp","CHARAL SE GUANAJUATO CHARAL Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Chirostoma spp en GUANAJUATO"
"GUANAJUATO","Cyprinus carpio","CARPA COMUN GUANAJUATO CARPA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Cyprinus carpio en GUANAJUATO"
"GUANAJUATO","Cyprinus spp","CARPA SE GUANAJUATO; CELAYA CARPA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Cyprinus spp en GUANAJUATO"
"GUANAJUATO","Cyprinus spp","CARPA SE GUANAJUATO; CELAYA CARPA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Cyprinus spp en GUANAJUATO"
"GUANAJUATO","Ictalurus spp","BAGRE SE CELAYA BAGRE Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Ictalurus spp en GUANAJUATO"
"GUANAJUATO","Ictalurus spp","BAGRE SE GUANAJUATO; CELAYA BAGRE Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Ictalurus spp en GUANAJUATO"
"GUANAJUATO","Micropterus salmoides","LOBINA NEGRA CELAYA LOBINA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Micropterus salmoides en GUANAJUATO"
"GUANAJUATO","Micropterus salmoides","LOBINA NEGRA GUANAJUATO; CELAYA LOBINA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Micropterus salmoides en GUANAJUATO"
"GUANAJUATO","N/D","OTRAS ESPECIES CELAYA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de N/D en GUANAJUATO"
"GUANAJUATO","ONCORHYNCHUS MYKISS","TRUCHA ARCO-IRIS CELAYA TRUCHA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de ONCORHYNCHUS MYKISS en GUANAJUATO"
"GUANAJUATO","Oreochromis spp.","TILAPIA SE CELAYA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Oreochromis spp. en GUANAJUATO"
"GUANAJUATO","Oreochromis spp.","TILAPIA SE GUANAJUATO; CELAYA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Oreochromis spp. en GUANAJUATO"
"GUANAJUATO","RANA SPP","RANA SE CELAYA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de RANA SPP en GUANAJUATO"
"GUANAJUATO","RANA SPP","RANA SE; RANA TORO GUANAJUATO; CELAYA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de RANA SPP en GUANAJUATO"
"GUERRERO","AETOBATUS NARINARI","RAYA PINTA MARQUELIA  CRUZ GRANDE RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de AETOBATUS NARINARI en GUERRERO"
"GUERRERO","Aluterus scriptus","COCHINO ACAPULCO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Aluterus scriptus en GUERRERO"
"GUERRERO","Anisotremus interruptus","BACOCO ACAPULCO; ZIHUATANEJO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Anisotremus interruptus en GUERRERO"
"GUERRERO","Ariopsis seemani","CUATETE ACAPULCO; ZIHUATANEJO; MARQUELIA  CRUZ GRANDE BANDERA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Ariopsis seemani en GUERRERO"
"GUERRERO","Atrina Spp","CALLO DE HACHA ACAPULCO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Atrina Spp en GUERRERO"
"GUERRERO","Bagre marinus","BANDERA ZIHUATANEJO BANDERA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Bagre marinus en GUERRERO"
"GUERRERO","Balistes polylepis","COCHI ACAPULCO; ZIHUATANEJO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Balistes polylepis en GUERRERO"
"GUERRERO","BATHYSTOMA RIMATOR","RONCO BLANCO ZIHUATANEJO; TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE RONCO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de BATHYSTOMA RIMATOR en GUERRERO"
"GUERRERO","BELLATOR MILITARIS","SOLDADITO TECPAN DE GALEANA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de BELLATOR MILITARIS en GUERRERO"
"GUERRERO","Buenoa sp y Noctoneta sp","MOSCO ACAPULCO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Buenoa sp y Noctoneta sp en GUERRERO"
"GUERRERO","Callinectes bellicosus","JAIBON MARQUELIA  CRUZ GRANDE JAIBA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Callinectes bellicosus en GUERRERO"
"GUERRERO","Callinectes spp.","JAIBA ACAPULCO JAIBA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Callinectes spp. en GUERRERO"
"GUERRERO","Caranx caballus","COCINERO ACAPULCO; ZIHUATANEJO; TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE JUREL Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Caranx caballus en GUERRERO"
"GUERRERO","Caranx sexfasciatus","OJO DE PERRA ZIHUATANEJO LEBRANCHA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Caranx sexfasciatus en GUERRERO"
"GUERRERO","Caranx spp","JUREL SE ACAPULCO; ZIHUATANEJO; TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE JUREL Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Caranx spp en GUERRERO"
"GUERRERO","Carcharhinus leucas","TIBURON PRIETO; TIBURON CHATO ZIHUATANEJO TIBURON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Carcharhinus leucas en GUERRERO"
"GUERRERO","Carcharhinus limbatus","TIBURON VOLADOR; PUNTINEGRO ZIHUATANEJO; TECPAN DE GALEANA TIBURON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Carcharhinus limbatus en GUERRERO"
"GUERRERO","Caulolatilus affinis","CONEJO; SALMON ACAPULCO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Caulolatilus affinis en GUERRERO"
"GUERRERO","Centropomus spp","ROBALO SE ACAPULCO; ZIHUATANEJO; TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE ROBALO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Centropomus spp en GUERRERO"
"GUERRERO","Cephalopholis cruentata","CABRILLA ACAPULCO; ZIHUATANEJO CABRILLA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Cephalopholis cruentata en GUERRERO"
"GUERRERO","Cephaloscyllium ventriosum","GATA ZIHUATANEJO TIBURON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Cephaloscyllium ventriosum en GUERRERO"
"GUERRERO","Chirostoma estor estor","PESCADO BLANCO TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Chirostoma estor estor en GUERRERO"
"GUERRERO","Chirostoma spp","CHARAL SE ACAPULCO CHARAL Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Chirostoma spp en GUERRERO"
"GUERRERO","Chloroscombrus orqueta","JUREL DE CASTILLA ZIHUATANEJO JUREL Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Chloroscombrus orqueta en GUERRERO"
"GUERRERO","CICHLASOMA BIFASCIATUM","MOJARRA PALETA ACAPULCO MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de CICHLASOMA BIFASCIATUM en GUERRERO"
"GUERRERO","CLUPEA HARENGUS","ARENQUE SE ACAPULCO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de CLUPEA HARENGUS en GUERRERO"
"GUERRERO","CORYPHAENA HIPPURUS","DORADILLA ACAPULCO; ZIHUATANEJO; TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de CORYPHAENA HIPPURUS en GUERRERO"
"GUERRERO","Crassostrea iridescens","OSTION DE ROCA ZIHUATANEJO; TECPAN DE GALEANA OSTION Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Crassostrea iridescens en GUERRERO"
"GUERRERO","Crassostrea spp","OSTION SE ACAPULCO; ZIHUATANEJO; MARQUELIA  CRUZ GRANDE OSTION Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Crassostrea spp en GUERRERO"
"GUERRERO","Cynocsion sp","CORVINA SE ACAPULCO; ZIHUATANEJO; TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE CORVINA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Cynocsion sp en GUERRERO"
"GUERRERO","Cynoscion spp","TRUCHA SE ZIHUATANEJO TRUCHA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Cynoscion spp en GUERRERO"
"GUERRERO","Cynoscion stolzmanni","CHANCLA ACAPULCO; ZIHUATANEJO; TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Cynoscion stolzmanni en GUERRERO"
"GUERRERO","Cyprinus spp","CARPA SE ACAPULCO; ZIHUATANEJO CARPA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Cyprinus spp en GUERRERO"
"GUERRERO","Dasyatis dipterura","MANTARRAYA ZIHUATANEJO; MARQUELIA  CRUZ GRANDE RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Dasyatis dipterura en GUERRERO"
"GUERRERO","Dasyatis sabina","RAYA ACAPULCO; ZIHUATANEJO; TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Dasyatis sabina en GUERRERO"
"GUERRERO","DASYATIS SABINA","RAYA BLANCA TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de DASYATIS SABINA en GUERRERO"
"GUERRERO","DASYATIS SAYI","RAYA CHATA ZIHUATANEJO RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de DASYATIS SAYI en GUERRERO"
"GUERRERO","DECAPTERUS MACARELLUS","CABALLA MEXICANA ACAPULCO JUREL Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de DECAPTERUS MACARELLUS en GUERRERO"
"GUERRERO","Dermatolepis dermatolepis","CABRILLA DE CUERO ACAPULCO CABRILLA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Dermatolepis dermatolepis en GUERRERO"
"GUERRERO","Diapterus auratus","MOJARRA BLANCA ACAPULCO; ZIHUATANEJO MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Diapterus auratus en GUERRERO"
"GUERRERO","Dosidicus gigas","CALAMAR GIGANTE MARQUELIA  CRUZ GRANDE CALAMAR Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Dosidicus gigas en GUERRERO"
"GUERRERO","Epinephelus labriformis","CABRILLA PIEDRERA TECPAN DE GALEANA CABRILLA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Epinephelus labriformis en GUERRERO"
"GUERRERO","Epinephelus spp","MERO SE ZIHUATANEJO MERO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Epinephelus spp en GUERRERO"
"GUERRERO","Euthynnus alletteratus","BONITO ZIHUATANEJO BONITO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Euthynnus alletteratus en GUERRERO"
"GUERRERO","Galeichthys peruvianus","LORO SE ACAPULCO; ZIHUATANEJO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Galeichthys peruvianus en GUERRERO"
"GUERRERO","Gymnura micrura","RAYA MARIPOSA TECPAN DE GALEANA RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Gymnura micrura en GUERRERO"
"GUERRERO","Haemulon flaviguttatum","RONCO ACAPULCO; ZIHUATANEJO; TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE RONCO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Haemulon flaviguttatum en GUERRERO"
"GUERRERO","Haliotis sorenseni","ABULON AZUL ACAPULCO ABULON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Haliotis sorenseni en GUERRERO"
"GUERRERO","Hoplopagrus guentheri","COCONACO ZIHUATANEJO; TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE PARGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Hoplopagrus guentheri en GUERRERO"
"GUERRERO","Ictalurus punctatus","BAGRE DE CANAL ZIHUATANEJO BAGRE Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Ictalurus punctatus en GUERRERO"
"GUERRERO","Ictalurus spp","BAGRE SE ZIHUATANEJO; TECPAN DE GALEANA BAGRE Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Ictalurus spp en GUERRERO"
"GUERRERO","Ictalurus spp","BAGRE SE ACAPULCO; ZIHUATANEJO BAGRE Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Ictalurus spp en GUERRERO"
"GUERRERO","Istiophorus spp","PEZ VELA ACAPULCO; ZIHUATANEJO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Istiophorus spp en GUERRERO"
"GUERRERO","JOTURUS PICHARDI","BOBO; BOCA DE NOVIA ACAPULCO; ZIHUATANEJO; MARQUELIA  CRUZ GRANDE LISA; OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de JOTURUS PICHARDI en GUERRERO"
"GUERRERO","Katsuwonus pelamis","BARRILETE ACAPULCO; ZIHUATANEJO BARRILETE Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Katsuwonus pelamis en GUERRERO"
"GUERRERO","Lile stolifera","DORADO ACAPULCO; ZIHUATANEJO; MARQUELIA  CRUZ GRANDE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Lile stolifera en GUERRERO"
"GUERRERO","Litopenaeus vannamei","CAMARON BLANCO ACAPULCO CAMARON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Litopenaeus vannamei en GUERRERO"
"GUERRERO","Litopenaeus vannamei","CAMARON BLANCO ACAPULCO; ZIHUATANEJO; TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE CAMARON Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Litopenaeus vannamei en GUERRERO"
"GUERRERO","Lutjanus aratus","PARGO RAICERO ZIHUATANEJO PARGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Lutjanus aratus en GUERRERO"
"GUERRERO","Lutjanus argentiventris","PARGO AMARILLO ZIHUATANEJO PARGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Lutjanus argentiventris en GUERRERO"
"GUERRERO","Lutjanus guttatus","FLAMENCO ACAPULCO; ZIHUATANEJO; TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE GUACHINANGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Lutjanus guttatus en GUERRERO"
"GUERRERO","Lutjanus jordani","COLMILLON ACAPULCO PARGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Lutjanus jordani en GUERRERO"
"GUERRERO","Lutjanus purpureus","PARGO ROJO MARQUELIA  CRUZ GRANDE PARGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Lutjanus purpureus en GUERRERO"
"GUERRERO","LUTJANUS SP","GUACHINANGO SE ACAPULCO; ZIHUATANEJO; TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE GUACHINANGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de LUTJANUS SP en GUERRERO"
"GUERRERO","LUTJANUS SPP","PARGO SE ACAPULCO; ZIHUATANEJO; TECPAN DE GALEANA; MARQUELIA  CRUZ GRANDE PARGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de LUTJANUS SPP en GUERRERO"
"GUERRERO","Macrobrachium carcinus","LANGOSTINO; ACAMAYA ACAPULCO; ZIHUATANEJO; TECPAN DE GALEANA LANGOSTINO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Macrobrachium carcinus en GUERRERO"
"GUERRERO","Macrobrachium TENELLUM","CHACAL ACAPULCO; ZIHUATANEJO; TECPAN DE GALEANA LANGOSTINO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Macrobrachium TENELLUM en GUERRERO"
"GUERRERO","MENTICIRRHUS NASUS","BERRUGATA SE ACAPULCO; MARQUELIA  CRUZ GRANDE BERRUGATA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de MENTICIRRHUS NASUS en GUERRERO"
"GUERRERO","Menticirrhus panamensis","BOCADULCE ACAPULCO BERRUGATA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Menticirrhus panamensis en GUERRERO"
"GUERRERO","Microlepidotus inornatus","RAYADILLO ZIHUATANEJO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Microlepidotus inornatus en GUERRERO"
"GUERRERO","Mugil curema","AGUJON; LISETA ACAPULCO; ZIHUATANEJO; MARQUELIA  CRUZ GRANDE OTRAS; LISA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Mugil curema en GUERRERO"
