"ENTIDAD","NOMBRE_CIENTIFICO","K1","TItulo","Short_Title"
"CHIAPAS","NEMATISTIUS PECTORALIS","PEZ GALLO PUERTO MADERO; TONALA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de NEMATISTIUS PECTORALIS en CHIAPAS"
"CHIAPAS","Oligoplites saurus","ZAPATERO TONALA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Oligoplites saurus en CHIAPAS"
"CHIAPAS","Oreochromis spp.","TILAPIA SE PLAYAS DE CATAZAJA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Oreochromis spp. en CHIAPAS"
"CHIAPAS","Oreochromis spp.","TILAPIA SE ACAPETAHUA; PLAYAS DE CATAZAJA; PUERTO MADERO; REVOLUCION MEXICANA; RAUDALES MALPASO; TUXTLA GUTIERREZ MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Oreochromis spp. en CHIAPAS"
"CHIAPAS","OREOCHROMIS SPP","MOJARRA SE ACAPETAHUA; ARRIAGA; VALDIVIA ( PIPIJIAPAN ); PUERTO MADERO; TONALA; RAUDALES MALPASO MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de OREOCHROMIS SPP en CHIAPAS"
"CHIAPAS","OREOCHROMIS SPP","MOJARRA SE PUERTO MADERO; TONALA; RAUDALES MALPASO; TUXTLA GUTIERREZ MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de OREOCHROMIS SPP en CHIAPAS"
"CHIAPAS","Paralichthyidae spp/Pleuronectidae spp","LENGUADO SE TONALA LENGUADO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Paralichthyidae spp/Pleuronectidae spp en CHIAPAS"
"CHIAPAS","Penaeus sp","CAMARON CAFE PUERTO MADERO CAMARON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Penaeus sp en CHIAPAS"
"CHIAPAS","Penaeus spp","CAMARON SE ACAPETAHUA; ARRIAGA; TONALA CAMARON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Penaeus spp en CHIAPAS"
"CHIAPAS","PETENIA SPLENDIDA","MOJARRA TENHUAYACA PLAYAS DE CATAZAJA; RAUDALES MALPASO; TUXTLA GUTIERREZ MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de PETENIA SPLENDIDA en CHIAPAS"
"CHIAPAS","POLYPRION SP.","CHERNA SE PUERTO MADERO; TONALA MERO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de POLYPRION SP. en CHIAPAS"
"CHIAPAS","Pomadasys panamensis","MAPACHE ARRIAGA; TONALA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Pomadasys panamensis en CHIAPAS"
"CHIAPAS","Rhomboplites aurorubens/Aplodinotus grunniens","BESUGO ACAPETAHUA; TONALA BESUGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Rhomboplites aurorubens/Aplodinotus grunniens en CHIAPAS"
"CHIAPAS","Scomberomorus maculatus","SIERRA ACAPETAHUA; ARRIAGA; VALDIVIA ( PIPIJIAPAN ); PUERTO MADERO; TONALA SIERRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Scomberomorus maculatus en CHIAPAS"
"CHIAPAS","Sphoeroides spp","BOTETE SE TONALA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Sphoeroides spp en CHIAPAS"
"CHIAPAS","Sphyrna lewini","CORNUDA ACAPETAHUA TIBURON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Sphyrna lewini en CHIAPAS"
"CHIAPAS","SPONDYLIOSOMA CANTHARUS","CHOPA SE ACAPETAHUA; VALDIVIA ( PIPIJIAPAN ); PUERTO MADERO; TONALA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de SPONDYLIOSOMA CANTHARUS en CHIAPAS"
"CHIAPAS","Thunnus albacares","ATUN ALETA AMARILLA PUERTO MADERO ATUN Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Thunnus albacares en CHIAPAS"
"CHIAPAS","Thunnus spp","ATUN SE PUERTO MADERO; TONALA ATUN Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Thunnus spp en CHIAPAS"
"CHIAPAS","TRACHYPENAEUS PACIFICUS","CAMARON BOTALON PUERTO MADERO CAMARON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de TRACHYPENAEUS PACIFICUS en CHIAPAS"
"CHIHUAHUA","Cyprinus carpio","CARPA COMUN CIUDAD JUAREZ CARPA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Cyprinus carpio en CHIHUAHUA"
"CHIHUAHUA","Cyprinus spp","CARPA SE LA BOQUILLA; CHIHUAHUA CARPA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Cyprinus spp en CHIHUAHUA"
"CHIHUAHUA","Cyprinus spp","CARPA SE CIUDAD JUAREZ CARPA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Cyprinus spp en CHIHUAHUA"
"CHIHUAHUA","Epinephelus drummondhayi","ABADEJO CHIHUAHUA MERO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Epinephelus drummondhayi en CHIHUAHUA"
"CHIHUAHUA","Ictalurus punctatus","BAGRE DE CANAL CIUDAD JUAREZ BAGRE Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Ictalurus punctatus en CHIHUAHUA"
"CHIHUAHUA","Ictalurus spp","BAGRE SE CIUDAD JUAREZ; LA BOQUILLA; CHIHUAHUA BAGRE Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Ictalurus spp en CHIHUAHUA"
"CHIHUAHUA","Ictalurus spp","BAGRE SE CIUDAD JUAREZ BAGRE Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Ictalurus spp en CHIHUAHUA"
"CHIHUAHUA","Micropterus salmoides","LOBINA NEGRA LA BOQUILLA; CHIHUAHUA LOBINA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Micropterus salmoides en CHIHUAHUA"
"CHIHUAHUA","Micropterus salmoides","LOBINA NEGRA CIUDAD JUAREZ LOBINA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Micropterus salmoides en CHIHUAHUA"
"CHIHUAHUA","ONCORHYNCHUS MYKISS","TRUCHA ARCO-IRIS CIUDAD JUAREZ TRUCHA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de ONCORHYNCHUS MYKISS en CHIHUAHUA"
"CHIHUAHUA","Oreochromis spp.","TILAPIA SE CIUDAD JUAREZ MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Oreochromis spp. en CHIHUAHUA"
"CHIHUAHUA","Oreochromis spp.","TILAPIA SE CIUDAD JUAREZ MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Oreochromis spp. en CHIHUAHUA"
"CHIHUAHUA","OREOCHROMIS SPP","MOJARRA SE CIUDAD JUAREZ; LA BOQUILLA; CHIHUAHUA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de OREOCHROMIS SPP en CHIHUAHUA"
"CHIHUAHUA","OREOCHROMIS SPP","MOJARRA SE CIUDAD JUAREZ MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de OREOCHROMIS SPP en CHIHUAHUA"
"COAHUILA","Carpiodes carpio","MATALOTE SALTILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Carpiodes carpio en COAHUILA"
"COAHUILA","Carpiodes carpio","MATALOTE CIUDAD ACUÑA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Carpiodes carpio en COAHUILA"
"COAHUILA","Cyprinus carpio","CARPA COMUN CIUDAD ACUÑA; SALTILLO CARPA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Cyprinus carpio en COAHUILA"
"COAHUILA","Cyprinus carpio","CARPA COMUN CIUDAD ACUÑA CARPA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Cyprinus carpio en COAHUILA"
"COAHUILA","Cyprinus spp","CARPA SE CIUDAD ACUÑA CARPA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Cyprinus spp en COAHUILA"
"COAHUILA","Dorosoma cepedianum","CUCHILLA CIUDAD ACUÑA; SALTILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Dorosoma cepedianum en COAHUILA"
"COAHUILA","Ictalurus furcatus","PUYON CIUDAD ACUÑA; SALTILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Ictalurus furcatus en COAHUILA"
"COAHUILA","Ictalurus furcatus","PUYON CIUDAD ACUÑA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Ictalurus furcatus en COAHUILA"
"COAHUILA","Ictalurus spp","BAGRE SE SALTILLO BAGRE Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Ictalurus spp en COAHUILA"
"COAHUILA","Ictalurus spp","BAGRE SE CIUDAD ACUÑA BAGRE Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Ictalurus spp en COAHUILA"
"COAHUILA","Micropterus salmoides","LOBINA NEGRA SALTILLO LOBINA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Micropterus salmoides en COAHUILA"
"COAHUILA","Oreochromis spp.","TILAPIA SE SALTILLO MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Oreochromis spp. en COAHUILA"
"COAHUILA","Oreochromis spp.","TILAPIA SE CIUDAD ACUÑA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Oreochromis spp. en COAHUILA"
"COAHUILA","Pylodictis olivaris","PINTONTLE SALTILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Pylodictis olivaris en COAHUILA"
"COAHUILA","Pylodictis olivaris","PINTONTLE CIUDAD ACUÑA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Pylodictis olivaris en COAHUILA"
"COAHUILA","Rhomboplites aurorubens/Aplodinotus grunniens","BESUGO SALTILLO BESUGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Rhomboplites aurorubens/Aplodinotus grunniens en COAHUILA"
"COAHUILA","Rhomboplites aurorubens/Aplodinotus grunniens","BESUGO CIUDAD ACUÑA BESUGO Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Rhomboplites aurorubens/Aplodinotus grunniens en COAHUILA"
"COLIMA","Acanthurus xanthopterus","BARBERO MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Acanthurus xanthopterus en COLIMA"
"COLIMA","Albula vulpes","MACABI MANZANILLO; TECOMAN OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Albula vulpes en COLIMA"
"COLIMA","Alopias vulpinus","ZORRO MANZANILLO TIBURON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Alopias vulpinus en COLIMA"
"COLIMA","Aluterus scriptus","PEZ PUERCO; BOTA MANZANILLO CARPA; OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Aluterus scriptus en COLIMA"
"COLIMA","Anisotremus interruptus","BACOCO MANZANILLO; TECOMAN OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Anisotremus interruptus en COLIMA"
"COLIMA","ANISOTREMUS SURINAMENSIS","CATALINETA MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de ANISOTREMUS SURINAMENSIS en COLIMA"
"COLIMA","Ariopsis seemani","CUATETE MANZANILLO; TECOMAN BANDERA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Ariopsis seemani en COLIMA"
"COLIMA","Bagre pinnimaculatus","CHIHUIL TECOMAN BANDERA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Bagre pinnimaculatus en COLIMA"
"COLIMA","Bodianus spp","VIEJA MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Bodianus spp en COLIMA"
"COLIMA","Callinectes spp.","JAIBA MANZANILLO JAIBA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Callinectes spp. en COLIMA"
"COLIMA","Caranx caballus","COCINERO MANZANILLO; TECOMAN JUREL Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Caranx caballus en COLIMA"
"COLIMA","Caranx sexfasciatus","OJO DE PERRA MANZANILLO LEBRANCHA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Caranx sexfasciatus en COLIMA"
"COLIMA","Caranx spp","JUREL SE MANZANILLO; TECOMAN JUREL Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Caranx spp en COLIMA"
"COLIMA","Carcharhinus falciformis","TIBURON SEDOSO MANZANILLO TIBURON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Carcharhinus falciformis en COLIMA"
"COLIMA","Carcharhinus leucas","TIBURON PRIETO MANZANILLO TIBURON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Carcharhinus leucas en COLIMA"
"COLIMA","CARCHARHINUS POROSUS","PURO MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de CARCHARHINUS POROSUS en COLIMA"
"COLIMA","Centropomus robalito","CONSTANTINO; ROBALETE MANZANILLO; TECOMAN ROBALO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Centropomus robalito en COLIMA"
"COLIMA","Centropomus spp","ROBALO SE MANZANILLO; TECOMAN ROBALO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Centropomus spp en COLIMA"
"COLIMA","Cephalopholis cruentata","CABRILLA MANZANILLO CABRILLA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Cephalopholis cruentata en COLIMA"
"COLIMA","Chanos chanos","SABALOTE TECOMAN OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Chanos chanos en COLIMA"
"COLIMA","Cynocsion sp","CORVINA SE MANZANILLO; TECOMAN CORVINA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Cynocsion sp en COLIMA"
"COLIMA","Cynoscion stolzmanni","CHANCLA MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Cynoscion stolzmanni en COLIMA"
"COLIMA","Dasyatis dipterura","MANTA MANZANILLO RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Dasyatis dipterura en COLIMA"
"COLIMA","Dasyatis sabina","RAYA MANZANILLO; TECOMAN RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Dasyatis sabina en COLIMA"
"COLIMA","DECAPTERUS MACARELLUS","JUREL FINO TECOMAN JUREL Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de DECAPTERUS MACARELLUS en COLIMA"
"COLIMA","Epinephelus acanthistius","BAQUETA MANZANILLO BAQUETA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Epinephelus acanthistius en COLIMA"
"COLIMA","Epinephelus niphobles","PALMILLA MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Epinephelus niphobles en COLIMA"
"COLIMA","Etrumeus teres","SARDINA MANZANILLO SARDINA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Etrumeus teres en COLIMA"
"COLIMA","Eugerres plumieri","MOJARRA RAYADA MANZANILLO; TECOMAN MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Eugerres plumieri en COLIMA"
"COLIMA","Euthynnus alletteratus","BONITO MANZANILLO BONITO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Euthynnus alletteratus en COLIMA"
"COLIMA","FARFANTEPENAEUS BREVIROSTRIS","CAMARON CRISTAL MANZANILLO CAMARON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de FARFANTEPENAEUS BREVIROSTRIS en COLIMA"
"COLIMA","Fistularia commersonii","PEZ CORNETA MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Fistularia commersonii en COLIMA"
"COLIMA","Haemulon flaviguttatum","RONCO MANZANILLO; TECOMAN RONCO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Haemulon flaviguttatum en COLIMA"
"COLIMA","HOLACANTHUS CILIARIS","CHABELITA MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de HOLACANTHUS CILIARIS en COLIMA"
"COLIMA","Hoplopagrus guentheri","TECOMATE; COCONACO MANZANILLO; TECOMAN PARGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Hoplopagrus guentheri en COLIMA"
"COLIMA","Ictalurus spp","BAGRE SE MANZANILLO BAGRE Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Ictalurus spp en COLIMA"
"COLIMA","Ictalurus spp","BAGRE SE MANZANILLO BAGRE Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Ictalurus spp en COLIMA"
"COLIMA","Istiophorus spp","PEZ VELA MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Istiophorus spp en COLIMA"
"COLIMA","Katsuwonus pelamis","BARRILETE MANZANILLO BARRILETE Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Katsuwonus pelamis en COLIMA"
"COLIMA","Lile stolifera","DORADO MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Lile stolifera en COLIMA"
"COLIMA","Litopenaeus vannamei","CAMARON BLANCO MANZANILLO CAMARON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Litopenaeus vannamei en COLIMA"
"COLIMA","Litopenaeus vannamei","CAMARON BLANCO MANZANILLO; TECOMAN; COLIMA CAMARON Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Litopenaeus vannamei en COLIMA"
"COLIMA","Lutjanus analis","LUNAREJO MANZANILLO PARGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Lutjanus analis en COLIMA"
"COLIMA","Lutjanus guttatus","FLAMENCO MANZANILLO; TECOMAN GUACHINANGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Lutjanus guttatus en COLIMA"
"COLIMA","Lutjanus jordani","COLMILLON MANZANILLO PARGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Lutjanus jordani en COLIMA"
"COLIMA","LUTJANUS SP","GUACHINANGO SE MANZANILLO; TECOMAN GUACHINANGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de LUTJANUS SP en COLIMA"
"COLIMA","LUTJANUS SPP","PARGO SE MANZANILLO; TECOMAN PARGO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de LUTJANUS SPP en COLIMA"
"COLIMA","Macrobrachium carcinus","LANGOSTINO; ACAMAYA MANZANILLO; TECOMAN; COLIMA LANGOSTINO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Macrobrachium carcinus en COLIMA"
"COLIMA","Macrobrachium michoacanus","CHANO TECOMAN BERRUGATA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Macrobrachium michoacanus en COLIMA"
"COLIMA","Macrobrachium TENELLUM","CHACAL TECOMAN LANGOSTINO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Macrobrachium TENELLUM en COLIMA"
"COLIMA","Megalops atlanticus","SABALO MANZANILLO; TECOMAN OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Megalops atlanticus en COLIMA"
"COLIMA","MENTICIRRHUS NASUS","BERRUGATA SE MANZANILLO BERRUGATA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de MENTICIRRHUS NASUS en COLIMA"
"COLIMA","Menticirrhus panamensis","BOCADULCE MANZANILLO BERRUGATA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Menticirrhus panamensis en COLIMA"
"COLIMA","Microlepidotus brevipinnis","SARANGOLA MANZANILLO; TECOMAN OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Microlepidotus brevipinnis en COLIMA"
"COLIMA","Micropterus salmoides","LOBINA NEGRA MANZANILLO LOBINA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Micropterus salmoides en COLIMA"
"COLIMA","Mugil curema","LISETA; AGUJON MANZANILLO; TECOMAN LISA; OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Mugil curema en COLIMA"
"COLIMA","MUGIL SP","LISA SE MANZANILLO LISA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de MUGIL SP en COLIMA"
"COLIMA","Mustelus spp","CAZON MANZANILLO CAZON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Mustelus spp en COLIMA"
"COLIMA","N/D","RASPOSA; SANDIA; TIBURON SE; TIBURON TUNERO; BARBILLA; GRILLO; LISTON; CALAMAR SE; PINTILLO; OTRAS ESPECIES MANZANILLO; TECOMAN OTRAS; TIBURON; CINTILLA; CALAMAR Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de N/D en COLIMA"
"COLIMA","N/D","OTRAS ESPECIES MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de N/D en COLIMA"
"COLIMA","NEMATISTIUS PECTORALIS","PEZ GALLO MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de NEMATISTIUS PECTORALIS en COLIMA"
"COLIMA","OCTOPUS SP","PULPO SE MANZANILLO PULPO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de OCTOPUS SP en COLIMA"
"COLIMA","Oligoplites saurus","ZAPATERO MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Oligoplites saurus en COLIMA"
"COLIMA","Oligoplites spp","PIÑA MANZANILLO; TECOMAN SARDINA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Oligoplites spp en COLIMA"
"COLIMA","Opisthonema libertate","GARROPA MANZANILLO; TECOMAN MERO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Opisthonema libertate en COLIMA"
"COLIMA","Oreochromis spp.","TILAPIA SE MANZANILLO; TECOMAN; COLIMA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CULTIVO (peso deembarcado) de Oreochromis spp. en COLIMA"
"COLIMA","OREOCHROMIS SPP","MOJARRA SE MANZANILLO; TECOMAN MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de OREOCHROMIS SPP en COLIMA"
"COLIMA","Paralabrax auroguttatus","LUCERO MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Paralabrax auroguttatus en COLIMA"
"COLIMA","Paralichthyidae spp/Pleuronectidae spp","LENGUADO SE MANZANILLO; TECOMAN LENGUADO Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Paralichthyidae spp/Pleuronectidae spp en COLIMA"
"COLIMA","Penaeus sp","CAMARON CAFE MANZANILLO CAMARON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Penaeus sp en COLIMA"
"COLIMA","Prionace glauca","TIBURON AZUL MANZANILLO TIBURON Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Prionace glauca en COLIMA"
"COLIMA","PRISTIS PECTINATUS","PEZ SIERRA MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de PRISTIS PECTINATUS en COLIMA"
"COLIMA","Sarda orientalis/Xenichthys xanti","CHULA MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Sarda orientalis/Xenichthys xanti en COLIMA"
"COLIMA","Scomberomorus maculatus","SIERRA MANZANILLO; TECOMAN SIERRA Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Scomberomorus maculatus en COLIMA"
"COLIMA","Sectator ocyurus","SALEMA MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Sectator ocyurus en COLIMA"
"COLIMA","Selar crumenophtalmus","OJOTON MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Selar crumenophtalmus en COLIMA"
"COLIMA","Selene brownii/Selene setapinnis/Selene vomer/Selene brevoortii","JOROBADO MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Selene brownii/Selene setapinnis/Selene vomer/Selene brevoortii en COLIMA"
"COLIMA","Seriola dumeri","MEDREGAL MANZANILLO ESMEDREGAL Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Seriola dumeri en COLIMA"
"COLIMA","Sphoeroides spp","BOTETE SE MANZANILLO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T2","CAPTURA (peso deembarcado) de Sphoeroides spp en COLIMA"
