Institution,Collection type,Collection responsible(s),Collection,Basis of record,Collector,Fecha,Collecting date,Catalog Number,Another catalog number,Sex,Preparation,Status,Life stage,Specimen count,Last modification,Expedition,Cruise number,Vessel,Site station,Replicate,Collection method,Continent,Country,State/Province,County,Ocean,Sea/Gulf,River basin,Bay/Sound,Determinator(s),Validation date,Date identified,Type status,Vernacular name,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Scientific name,Species authorship,Infraspecific epithet,Infra species authorship,Classify system,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX III.3.11 (49).456,,,,,,1,,OGMEX III,3,B/O Justo Sierra,11 (49),,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,12/10/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Inachidae,Stenorhynchus,,Stenorhynchus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.85.255,,,,,,2,,OGMEX II,2,B/O Justo Sierra,85,,Red de arrastre,America,Mexico,Tabasco,Centla,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/11/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Porcellana,,Porcellana sigsbeiana,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.85.261,,,,,,1,,OGMEX II,2,B/O Justo Sierra,85,,Red de arrastre,America,Mexico,Tabasco,Centla,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/11/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Majidae,Stenocionops,,Stenocionops spinimanus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.85.390,,,,,,9,,OGMEX II,2,B/O Justo Sierra,85,,Red de arrastre,America,Mexico,Tabasco,Centla,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/11/87,,Cangrejo hermitaí±o,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,,Paguristes,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.85.449,,,,,,1,,OGMEX II,2,B/O Justo Sierra,85,,Red de arrastre,America,Mexico,Tabasco,Centla,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/11/87,,Langostino,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,,Solenocera,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.85.79,,,,,,1,,OGMEX II,2,B/O Justo Sierra,85,,Red de arrastre,America,Mexico,Tabasco,Centla,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/11/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Sphenocarcinus,,Sphenocarcinus corrosus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.89.104,,,,,,1,,OGMEX II,2,B/O Justo Sierra,89,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Libinia,,Libinia emarginata,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.89.188,,,,,,51,,OGMEX II,2,B/O Justo Sierra,89,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Parthenopidae,Leiolambrus,,Leiolambrus nitidus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.89.256,,,,,,42,,OGMEX II,2,B/O Justo Sierra,89,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,,Rimapenaeus similis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.89.257,,,,,,40,,OGMEX II,2,B/O Justo Sierra,89,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,,Callinectes similis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.89.259,,,,,,3,,OGMEX II,2,B/O Justo Sierra,89,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,,Achelous spinicarpus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.89.269,,,,,,1,,OGMEX II,2,B/O Justo Sierra,89,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Calappidae,Calappa,,Calappa sulcata,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.89.39,,,,,,47,,OGMEX II,2,B/O Justo Sierra,89,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,,Farfantepenaeus aztecus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.89.81,,,,,,6,,OGMEX II,2,B/O Justo Sierra,89,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Persephona,,Persephona crinita,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.89.93,,,,,,336,,OGMEX II,2,B/O Justo Sierra,89,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Gamba,Animalia,Arthropoda,Malacostraca,Decapoda,Sicyoniidae,Sicyonia,,Sicyonia dorsalis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Elva Escobar,1990,,ICML:DHLEB:OGMEX IX.9.21.532,,,,,,13,,OGMEX IX,9,B/O Justo Sierra,21,,Red de arrastre,America,Mexico,Veracruz de Ignacio de la Llave,Tampico Alto,Atlantico,Golfo de Mexico,,,Elva Escobar,,4/15/90,,"Huachinango,Actinopterigio,",Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,,,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.89.98,,,,,,60,,OGMEX II,2,B/O Justo Sierra,89,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,,Farfantepenaeus duorarum,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1987,,ICML:DHLEB:OGMEX II.2.90.188,,,,,,10,,OGMEX II,2,B/O Justo Sierra,90,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Parthenopidae,Leiolambrus,,Leiolambrus nitidus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1987,,ICML:DHLEB:OGMEX II.2.90.252,,,,,,16,,OGMEX II,2,B/O Justo Sierra,90,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,,,8/12/87,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Litopenaeus,,Litopenaeus setiferus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1987,,ICML:DHLEB:OGMEX II.2.90.255,,,,,,4,,OGMEX II,2,B/O Justo Sierra,90,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Porcellana,,Porcellana sigsbeiana,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1987,,ICML:DHLEB:OGMEX II.2.90.257,,,,,,56,,OGMEX II,2,B/O Justo Sierra,90,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,,Callinectes similis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1987,,ICML:DHLEB:OGMEX II.2.90.260,,,,,,3,,OGMEX II,2,B/O Justo Sierra,90,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,,Achelous spinimanus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1987,,ICML:DHLEB:OGMEX II.2.90.89,,,,,,1,,OGMEX II,2,B/O Justo Sierra,90,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,,,8/12/87,,Cangrejo hermitaí±o,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Petrochirus,,Petrochirus diogenes,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1987,,ICML:DHLEB:OGMEX II.2.90.93,,,,,,8,,OGMEX II,2,B/O Justo Sierra,90,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,,,8/12/87,,Gamba,Animalia,Arthropoda,Malacostraca,Decapoda,Sicyoniidae,Sicyonia,,Sicyonia dorsalis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Elva Escobar,1990,,ICML:DHLEB:OGMEX IX.9.31.577,,,,,,8,,OGMEX IX,9,B/O Justo Sierra,31,,Red de arrastre,America,Mexico,Tamaulipas,Soto la Marina,Atlantico,Golfo de Mexico,,,Elva Escobar,,4/14/90,,"Actinopterigio,Escorpií_n,",Animalia,Chordata,Actinopterygii,Scorpaeniformes,ScorpaenidaeŒæ,,,,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.91.156,,,,,,1,,OGMEX II,2,B/O Justo Sierra,91,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,"Bivalvo,Molusco,",Animalia,Mollusca,Bivalvia,Veneroida,VeneridaeŒæ,Lirophora,,Lirophora latilirata,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.91.157,,,,,,1,,OGMEX II,2,B/O Justo Sierra,91,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Anasimus,,Anasimus latus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.91.257,,,,,,7,,OGMEX II,2,B/O Justo Sierra,91,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,,Callinectes similis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.91.259,,,,,,2,,OGMEX II,2,B/O Justo Sierra,91,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,,Achelous spinicarpus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.91.411,,,,,,2,,OGMEX II,2,B/O Justo Sierra,91,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Inachidae,Podochela,,Podochela,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.91.81,,,,,,1,,OGMEX II,2,B/O Justo Sierra,91,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Persephona,,Persephona crinita,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.91.89,,,,,,32,,OGMEX II,2,B/O Justo Sierra,91,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo hermitaí±o,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Petrochirus,,Petrochirus diogenes,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.91.98,,,,,,1,,OGMEX II,2,B/O Justo Sierra,91,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,,Farfantepenaeus duorarum,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.92.188,,,,,,1,,OGMEX II,2,B/O Justo Sierra,92,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Parthenopidae,Leiolambrus,,Leiolambrus nitidus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.92.244,,,,,,45,,OGMEX II,2,B/O Justo Sierra,92,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa,,Pinnixa sayana,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.92.256,,,,,,1,,OGMEX II,2,B/O Justo Sierra,92,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,,Rimapenaeus similis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.92.257,,,,,,1200,,OGMEX II,2,B/O Justo Sierra,92,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,,Callinectes similis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.92.89,,,,,,38,,OGMEX II,2,B/O Justo Sierra,92,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo hermitaí±o,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Petrochirus,,Petrochirus diogenes,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.92.93,,,,,,16,,OGMEX II,2,B/O Justo Sierra,92,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Gamba,Animalia,Arthropoda,Malacostraca,Decapoda,Sicyoniidae,Sicyonia,,Sicyonia dorsalis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.92.98,,,,,,5,,OGMEX II,2,B/O Justo Sierra,92,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,,Farfantepenaeus duorarum,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.98.12,,,,,,3,,OGMEX II,2,B/O Justo Sierra,98,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Calappidae,Acanthocarpus,,Acanthocarpus alexandri,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.98.157,,,,,,1,,OGMEX II,2,B/O Justo Sierra,98,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Anasimus,,Anasimus latus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1990,,ICML:DHLEB:OGMEX IX.9.54'.490,,,,,,2,,OGMEX IX,9,B/O Justo Sierra,54',,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,,,4/10/90,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,,,,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.98.168,,,,,,9,,OGMEX II,2,B/O Justo Sierra,98,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,Raninoides,,Raninoides louisianensis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.98.226,,,,,,4,,OGMEX II,2,B/O Justo Sierra,98,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Myropsis,,Myropsis quinquespinosa,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.98.259,,,,,,3,,OGMEX II,2,B/O Justo Sierra,98,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,,Achelous spinicarpus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1987,,ICML:DHLEB:OGMEX II.2.98.338,,,,,,1,,OGMEX II,2,B/O Justo Sierra,98,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/12/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Ethusidae,Ethusa,,Ethusa,,,No especificado,No especificado,",,,,,,,,,,"
