"","State/Province","Scientific name","Inicio","Fin","Titulo","Key"
"970","Veracruz de Ignacio de la Llave","Ophiocomella ophiactoides","2005","2005","Especimen preservado de Ophiocomella ophiactoides en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"971","Veracruz de Ignacio de la Llave","Ophioderma appressum","","1985","Especimen preservado de Ophioderma appressum en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"972","Veracruz de Ignacio de la Llave","Ophioderma brevicaudum","2004","2004","Especimen preservado de Ophioderma brevicaudum en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"973","Veracruz de Ignacio de la Llave","Ophioderma cinereum","","2005","Especimen preservado de Ophioderma cinereum en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"974","Veracruz de Ignacio de la Llave","Ophioderma guttatum","1960","2005","Especimen preservado de Ophioderma guttatum en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"975","Veracruz de Ignacio de la Llave","Ophiolepis impressa","1996","1996","Especimen preservado de Ophiolepis impressa en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"976","Veracruz de Ignacio de la Llave","Ophiolepis paucispina","2004","2004","Especimen preservado de Ophiolepis paucispina en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"977","Veracruz de Ignacio de la Llave","Ophiomusium eburneum","1997","1997","Especimen preservado de Ophiomusium eburneum en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"978","Veracruz de Ignacio de la Llave","Ophionereis reticulata","1957","1985","Especimen preservado de Ophionereis reticulata en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"979","Veracruz de Ignacio de la Llave","Ophiophragmus moorei","1985","1985","Especimen preservado de Ophiophragmus moorei en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"980","Veracruz de Ignacio de la Llave","Ophiophragmus pulcher","1985","1985","Especimen preservado de Ophiophragmus pulcher en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"981","Veracruz de Ignacio de la Llave","Ophiothrix angulata","1994","1997","Especimen preservado de Ophiothrix angulata en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"982","Veracruz de Ignacio de la Llave","Ophiothrix lineata","2004","2005","Especimen preservado de Ophiothrix lineata en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"983","Veracruz de Ignacio de la Llave","Ophiothrix orstedii","1997","2004","Especimen preservado de Ophiothrix orstedii en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"984","Veracruz de Ignacio de la Llave","Ophiura fallax","1997","1998","Especimen preservado de Ophiura fallax en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"985","Veracruz de Ignacio de la Llave","Persephonaster echinulatus","2002","2005","Especimen preservado de Persephonaster echinulatus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"986","Veracruz de Ignacio de la Llave","Plesiodiadema antillarum","1994","1994","Especimen preservado de Plesiodiadema antillarum en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"987","Veracruz de Ignacio de la Llave","Pseudothyone belli","2004","2005","Especimen preservado de Pseudothyone belli en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"988","Veracruz de Ignacio de la Llave","Stylocidaris lineata","1995","1995","Especimen preservado de Stylocidaris lineata en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"989","Veracruz de Ignacio de la Llave","Tethyaster grandis","","1994","Especimen preservado de Tethyaster grandis en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"990","Veracruz de Ignacio de la Llave","Thyonella pervicax","1957","1957","Especimen preservado de Thyonella pervicax en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"991","Veracruz de Ignacio de la Llave","Tripneustes ventricosus","1951","1960","Especimen preservado de Tripneustes ventricosus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"992","Yucatán","Amphilimna olivacea","1985","2005","Especimen preservado de Amphilimna olivacea en Yucatán","Equinodermos; Equinodermata; Presencia"
"993","Yucatán","Amphiura palmeri","2005","2005","Especimen preservado de Amphiura palmeri en Yucatán","Equinodermos; Equinodermata; Presencia"
"994","Yucatán","Amphiura stimpsonii","2005","2005","Especimen preservado de Amphiura stimpsonii en Yucatán","Equinodermos; Equinodermata; Presencia"
"995","Yucatán","Anthenoides piercei","1999","1999","Especimen preservado de Anthenoides piercei en Yucatán","Equinodermos; Equinodermata; Presencia"
"996","Yucatán","Asterinides folium","2005","2005","Especimen preservado de Asterinides folium en Yucatán","Equinodermos; Equinodermata; Presencia"
"997","Yucatán","Asteroschema elongatum","1999","1999","Especimen preservado de Asteroschema elongatum en Yucatán","Equinodermos; Equinodermata; Presencia"
"998","Yucatán","Astichopus multifidus","1986","2000","Especimen preservado de Astichopus multifidus en Yucatán","Equinodermos; Equinodermata; Presencia"
"999","Yucatán","Astrochele lymani","2005","2005","Especimen preservado de Astrochele lymani en Yucatán","Equinodermos; Equinodermata; Presencia"
"1000","Yucatán","Astropecten caribemexicanensis","1985","1985","Especimen preservado de Astropecten caribemexicanensis en Yucatán","Equinodermos; Equinodermata; Presencia"
"1001","Yucatán","Astropecten comptus","1985","1986","Especimen preservado de Astropecten comptus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1002","Yucatán","Astropecten duplicatus","2003","2003","Especimen preservado de Astropecten duplicatus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1003","Yucatán","Astropecten nitidus","2005","2005","Especimen preservado de Astropecten nitidus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1004","Yucatán","Astrophyton muricatum","1984","1985","Especimen preservado de Astrophyton muricatum en Yucatán","Equinodermos; Equinodermata; Presencia"
"1005","Yucatán","Bathypectinura heros","2005","2005","Especimen preservado de Bathypectinura heros en Yucatán","Equinodermos; Equinodermata; Presencia"
"1006","Yucatán","Brissopsis atlantica","2005","2005","Especimen preservado de Brissopsis atlantica en Yucatán","Equinodermos; Equinodermata; Presencia"
"1007","Yucatán","Brissus unicolor","1955","1955","Especimen preservado de Brissus unicolor en Yucatán","Equinodermos; Equinodermata; Presencia"
"1008","Yucatán","Cheiraster (Cheiraster) planus","1985","1985","Especimen preservado de Cheiraster (Cheiraster) planus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1009","Yucatán","Cidaris abyssicola","2005","2005","Especimen preservado de Cidaris abyssicola en Yucatán","Equinodermos; Equinodermata; Presencia"
"1010","Yucatán","Clypeaster ravenelii","1985","1999","Especimen preservado de Clypeaster ravenelii en Yucatán","Equinodermos; Equinodermata; Presencia"
"1011","Yucatán","Clypeaster rosaceus","2000","2000","Especimen preservado de Clypeaster rosaceus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1012","Yucatán","Clypeaster subdepressus","1985","2000","Especimen preservado de Clypeaster subdepressus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1013","Yucatán","Comactinia meridionalis","1985","1999","Especimen preservado de Comactinia meridionalis en Yucatán","Equinodermos; Equinodermata; Presencia"
"1014","Yucatán","Conolampas sigsbei","1999","2005","Especimen preservado de Conolampas sigsbei en Yucatán","Equinodermos; Equinodermata; Presencia"
"1015","Yucatán","Coronaster briareus","2005","2005","Especimen preservado de Coronaster briareus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1016","Yucatán","Crinometra brevipinna","1985","2005","Especimen preservado de Crinometra brevipinna en Yucatán","Equinodermos; Equinodermata; Presencia"
"1017","Yucatán","Echinaster paucispinus","1999","1999","Especimen preservado de Echinaster paucispinus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1018","Yucatán","Echinaster serpentarius","1985","1986","Especimen preservado de Echinaster serpentarius en Yucatán","Equinodermos; Equinodermata; Presencia"
"1019","Yucatán","Echinolampas depressa","1985","1996","Especimen preservado de Echinolampas depressa en Yucatán","Equinodermos; Equinodermata; Presencia"
"1020","Yucatán","Encope aberrans","1996","1996","Especimen preservado de Encope aberrans en Yucatán","Equinodermos; Equinodermata; Presencia"
"1021","Yucatán","Encope michelini","1985","1986","Especimen preservado de Encope michelini en Yucatán","Equinodermos; Equinodermata; Presencia"
"1022","Yucatán","Eucidaris tribuloides","1985","1985","Especimen preservado de Eucidaris tribuloides en Yucatán","Equinodermos; Equinodermata; Presencia"
"1023","Yucatán","Goniaster tesselatus","1985","1996","Especimen preservado de Goniaster tesselatus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1024","Yucatán","Goniopecten demonstrans","2005","2005","Especimen preservado de Goniopecten demonstrans en Yucatán","Equinodermos; Equinodermata; Presencia"
"1025","Yucatán","Henricia antillarum","1985","2005","Especimen preservado de Henricia antillarum en Yucatán","Equinodermos; Equinodermata; Presencia"
"1026","Yucatán","Holothuria (Halodeima) floridana","2000","2000","Especimen preservado de Holothuria (Halodeima) floridana en Yucatán","Equinodermos; Equinodermata; Presencia"
"1027","Yucatán","Holothuria (Halodeima) mexicana","1955","1955","Especimen preservado de Holothuria (Halodeima) mexicana en Yucatán","Equinodermos; Equinodermata; Presencia"
"1028","Yucatán","Holothuria (Platyperona) parvula","1955","1955","Especimen preservado de Holothuria (Platyperona) parvula en Yucatán","Equinodermos; Equinodermata; Presencia"
"1029","Yucatán","Holothuria (Theelothuria) princeps","1985","1986","Especimen preservado de Holothuria (Theelothuria) princeps en Yucatán","Equinodermos; Equinodermata; Presencia"
"1030","Yucatán","Holothuria (Thymioscycia) arenicola","1955","1955","Especimen preservado de Holothuria (Thymioscycia) arenicola en Yucatán","Equinodermos; Equinodermata; Presencia"
"1031","Yucatán","Hygrosoma petersii","1985","1985","Especimen preservado de Hygrosoma petersii en Yucatán","Equinodermos; Equinodermata; Presencia"
"1032","Yucatán","Isocrinus blakei","1968","1968","Especimen preservado de Isocrinus blakei en Yucatán","Equinodermos; Equinodermata; Presencia"
"1033","Yucatán","Isostichopus badionotus","1983","2000","Especimen preservado de Isostichopus badionotus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1034","Yucatán","Lytechinus euerces","1985","1985","Especimen preservado de Lytechinus euerces en Yucatán","Equinodermos; Equinodermata; Presencia"
"1035","Yucatán","Lytechinus variegatus","1947","1947","Especimen preservado de Lytechinus variegatus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1036","Yucatán","Nymphaster arenatus","1986","2005","Especimen preservado de Nymphaster arenatus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1037","Yucatán","Ophiactis quinqueradia","2005","2005","Especimen preservado de Ophiactis quinqueradia en Yucatán","Equinodermos; Equinodermata; Presencia"
"1038","Yucatán","Ophiochiton ternispinus","1999","1999","Especimen preservado de Ophiochiton ternispinus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1039","Yucatán","Ophiocoma pumila","1959","1997","Especimen preservado de Ophiocoma pumila en Yucatán","Equinodermos; Equinodermata; Presencia"
"1040","Yucatán","Ophioderma appressum","","","Especimen preservado de Ophioderma appressum en Yucatán","Equinodermos; Equinodermata; Presencia"
"1041","Yucatán","Ophioderma brevispinum","1985","2005","Especimen preservado de Ophioderma brevispinum en Yucatán","Equinodermos; Equinodermata; Presencia"
"1042","Yucatán","Ophioderma cinereum","1999","1999","Especimen preservado de Ophioderma cinereum en Yucatán","Equinodermos; Equinodermata; Presencia"
"1043","Yucatán","Ophioderma rubicundum","2005","2005","Especimen preservado de Ophioderma rubicundum en Yucatán","Equinodermos; Equinodermata; Presencia"
"1044","Yucatán","Ophiolepis elegans","1985","1986","Especimen preservado de Ophiolepis elegans en Yucatán","Equinodermos; Equinodermata; Presencia"
"1045","Yucatán","Ophiolepis impressa","2005","2005","Especimen preservado de Ophiolepis impressa en Yucatán","Equinodermos; Equinodermata; Presencia"
"1046","Yucatán","Ophiolepis paucispina","1997","1997","Especimen preservado de Ophiolepis paucispina en Yucatán","Equinodermos; Equinodermata; Presencia"
"1047","Yucatán","Ophiolipus agassizii","1985","1985","Especimen preservado de Ophiolipus agassizii en Yucatán","Equinodermos; Equinodermata; Presencia"
"1048","Yucatán","Ophiomisidium pulchellum","2005","2005","Especimen preservado de Ophiomisidium pulchellum en Yucatán","Equinodermos; Equinodermata; Presencia"
"1049","Yucatán","Ophiomusium lutkeni","2005","2005","Especimen preservado de Ophiomusium lutkeni en Yucatán","Equinodermos; Equinodermata; Presencia"
"1050","Yucatán","Ophiomusium lymani","2005","2005","Especimen preservado de Ophiomusium lymani en Yucatán","Equinodermos; Equinodermata; Presencia"
"1051","Yucatán","Ophiomusium serratum","1999","1999","Especimen preservado de Ophiomusium serratum en Yucatán","Equinodermos; Equinodermata; Presencia"
"1052","Yucatán","Ophiomyxa flaccida","2005","2005","Especimen preservado de Ophiomyxa flaccida en Yucatán","Equinodermos; Equinodermata; Presencia"
"1053","Yucatán","Ophionereis reticulata","1997","1997","Especimen preservado de Ophionereis reticulata en Yucatán","Equinodermos; Equinodermata; Presencia"
"1054","Yucatán","Ophionereis squamulosa","1985","1985","Especimen preservado de Ophionereis squamulosa en Yucatán","Equinodermos; Equinodermata; Presencia"
"1055","Yucatán","Ophionereis vittata","2005","2005","Especimen preservado de Ophionereis vittata en Yucatán","Equinodermos; Equinodermata; Presencia"
"1056","Yucatán","Ophiopsila vittata","2005","2005","Especimen preservado de Ophiopsila vittata en Yucatán","Equinodermos; Equinodermata; Presencia"
"1057","Yucatán","Ophiosphalma armigerum","2005","2005","Especimen preservado de Ophiosphalma armigerum en Yucatán","Equinodermos; Equinodermata; Presencia"
"1058","Yucatán","Ophiostigma isocanthum","1985","1985","Especimen preservado de Ophiostigma isocanthum en Yucatán","Equinodermos; Equinodermata; Presencia"
"1059","Yucatán","Ophiothrix angulata","1985","2006","Especimen preservado de Ophiothrix angulata en Yucatán","Equinodermos; Equinodermata; Presencia"
"1060","Yucatán","Ophiothrix aristulata","1999","1999","Especimen preservado de Ophiothrix aristulata en Yucatán","Equinodermos; Equinodermata; Presencia"
"1061","Yucatán","Ophiothrix suensonii","1959","2005","Especimen preservado de Ophiothrix suensonii en Yucatán","Equinodermos; Equinodermata; Presencia"
"1062","Yucatán","Ophiozonella molesta","2005","2005","Especimen preservado de Ophiozonella molesta en Yucatán","Equinodermos; Equinodermata; Presencia"
"1063","Yucatán","Ophiura fallax","2005","2005","Especimen preservado de Ophiura fallax en Yucatán","Equinodermos; Equinodermata; Presencia"
"1064","Yucatán","Ophiura ljungmani","2005","2005","Especimen preservado de Ophiura ljungmani en Yucatán","Equinodermos; Equinodermata; Presencia"
"1065","Yucatán","Oreaster reticulatus","1986","1986","Especimen preservado de Oreaster reticulatus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1066","Yucatán","Persephonaster echinulatus","1999","2005","Especimen preservado de Persephonaster echinulatus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1067","Yucatán","Phormosoma placenta","2005","2005","Especimen preservado de Phormosoma placenta en Yucatán","Equinodermos; Equinodermata; Presencia"
"1068","Yucatán","Plethotaenia spatangoides","2005","2005","Especimen preservado de Plethotaenia spatangoides en Yucatán","Equinodermos; Equinodermata; Presencia"
"1069","Yucatán","Podocidaris sculpta","2005","2005","Especimen preservado de Podocidaris sculpta en Yucatán","Equinodermos; Equinodermata; Presencia"
"1070","Yucatán","Prionaster elegans","1985","2005","Especimen preservado de Prionaster elegans en Yucatán","Equinodermos; Equinodermata; Presencia"
"1071","Yucatán","Pseudarchaster gracilis","1986","2005","Especimen preservado de Pseudarchaster gracilis en Yucatán","Equinodermos; Equinodermata; Presencia"
"1072","Yucatán","Stereocidaris ingolfiana","2005","2005","Especimen preservado de Stereocidaris ingolfiana en Yucatán","Equinodermos; Equinodermata; Presencia"
"1073","Yucatán","Stylocidaris lineata","2005","2005","Especimen preservado de Stylocidaris lineata en Yucatán","Equinodermos; Equinodermata; Presencia"
"1074","Yucatán","Tethyaster grandis","1985","1985","Especimen preservado de Tethyaster grandis en Yucatán","Equinodermos; Equinodermata; Presencia"
"1075","Yucatán","Tethyaster vestitus","1985","1985","Especimen preservado de Tethyaster vestitus en Yucatán","Equinodermos; Equinodermata; Presencia"
"1076","Yucatán","Trichometra cubensis","1999","1999","Especimen preservado de Trichometra cubensis en Yucatán","Equinodermos; Equinodermata; Presencia"
