"","State/Province","Scientific name","Inicio","Fin","Titulo","Key"
"421","Jalisco","Holothuria (Selenkothuria) portovallartensis","1951","2007","Especimen preservado de Holothuria (Selenkothuria) portovallartensis en Jalisco","Equinodermos; Equinodermata; Presencia"
"422","Jalisco","Holothuria (Semperothuria) imitans","1950","1951","Especimen preservado de Holothuria (Semperothuria) imitans en Jalisco","Equinodermos; Equinodermata; Presencia"
"423","Jalisco","Holothuria (Thymioscycia) hilla","1951","2007","Especimen preservado de Holothuria (Thymioscycia) hilla en Jalisco","Equinodermos; Equinodermata; Presencia"
"424","Jalisco","Holothuria (Thymioscycia) impatiens","1951","2007","Especimen preservado de Holothuria (Thymioscycia) impatiens en Jalisco","Equinodermos; Equinodermata; Presencia"
"425","Jalisco","Labidodemas americanum","2007","2007","Especimen preservado de Labidodemas americanum en Jalisco","Equinodermos; Equinodermata; Presencia"
"426","Jalisco","Linckia columbiae","1951","1951","Especimen preservado de Linckia columbiae en Jalisco","Equinodermos; Equinodermata; Presencia"
"427","Jalisco","Lissothuria ornata","2004","2004","Especimen preservado de Lissothuria ornata en Jalisco","Equinodermos; Equinodermata; Presencia"
"428","Jalisco","Neothyone gibber","1951","2007","Especimen preservado de Neothyone gibber en Jalisco","Equinodermos; Equinodermata; Presencia"
"429","Jalisco","Neothyone gibbosa","1983","2007","Especimen preservado de Neothyone gibbosa en Jalisco","Equinodermos; Equinodermata; Presencia"
"430","Jalisco","Nidorellia armata","1951","1951","Especimen preservado de Nidorellia armata en Jalisco","Equinodermos; Equinodermata; Presencia"
"431","Jalisco","Ophiactis savignyi","1951","1998","Especimen preservado de Ophiactis savignyi en Jalisco","Equinodermos; Equinodermata; Presencia"
"432","Jalisco","Ophiocoma aethiops","1951","2004","Especimen preservado de Ophiocoma aethiops en Jalisco","Equinodermos; Equinodermata; Presencia"
"433","Jalisco","Ophiocoma alexandri","1951","2004","Especimen preservado de Ophiocoma alexandri en Jalisco","Equinodermos; Equinodermata; Presencia"
"434","Jalisco","Ophiocryptus granulosus","1951","1951","Especimen preservado de Ophiocryptus granulosus en Jalisco","Equinodermos; Equinodermata; Presencia"
"435","Jalisco","Ophioderma panamense","1951","1974","Especimen preservado de Ophioderma panamense en Jalisco","Equinodermos; Equinodermata; Presencia"
"436","Jalisco","Ophioderma teres","1951","1974","Especimen preservado de Ophioderma teres en Jalisco","Equinodermos; Equinodermata; Presencia"
"437","Jalisco","Ophiolepis plateia","1935","1935","Especimen preservado de Ophiolepis plateia en Jalisco","Equinodermos; Equinodermata; Presencia"
"438","Jalisco","Ophionereis annulata","2004","2004","Especimen preservado de Ophionereis annulata en Jalisco","Equinodermos; Equinodermata; Presencia"
"439","Jalisco","Ophionereis dictyota","1951","1951","Especimen preservado de Ophionereis dictyota en Jalisco","Equinodermos; Equinodermata; Presencia"
"440","Jalisco","Ophiothrix spiculata","","1951","Especimen preservado de Ophiothrix spiculata en Jalisco","Equinodermos; Equinodermata; Presencia"
"441","Jalisco","Pachythyone pseudolugubris","2007","2007","Especimen preservado de Pachythyone pseudolugubris en Jalisco","Equinodermos; Equinodermata; Presencia"
"442","Jalisco","Pentamera chierchia","2004","2007","Especimen preservado de Pentamera chierchia en Jalisco","Equinodermos; Equinodermata; Presencia"
"443","Jalisco","Pharia pyramidatus","1951","1951","Especimen preservado de Pharia pyramidatus en Jalisco","Equinodermos; Equinodermata; Presencia"
"444","Jalisco","Phataria unifascialis","","2004","Especimen preservado de Phataria unifascialis en Jalisco","Equinodermos; Equinodermata; Presencia"
"445","Jalisco","Pseudocnus californicus","1951","1998","Especimen preservado de Pseudocnus californicus en Jalisco","Equinodermos; Equinodermata; Presencia"
"446","Jalisco","Toxopneustes roseus","1993","2004","Especimen preservado de Toxopneustes roseus en Jalisco","Equinodermos; Equinodermata; Presencia"
"447","Jalisco","Tripneustes depressus","1998","1998","Especimen preservado de Tripneustes depressus en Jalisco","Equinodermos; Equinodermata; Presencia"
"448","Michoacán","Astropecten armatus","1998","1998","Especimen preservado de Astropecten armatus en Michoacán","Equinodermos; Equinodermata; Presencia"
"449","Michoacán","Astropyga pulvinata","2000","2000","Especimen preservado de Astropyga pulvinata en Michoacán","Equinodermos; Equinodermata; Presencia"
"450","Michoacán","Chiridota aponocrita","2000","2000","Especimen preservado de Chiridota aponocrita en Michoacán","Equinodermos; Equinodermata; Presencia"
"451","Michoacán","Cucumaria flamma","2000","2000","Especimen preservado de Cucumaria flamma en Michoacán","Equinodermos; Equinodermata; Presencia"
"452","Michoacán","Diopederma danianum","1998","1998","Especimen preservado de Diopederma danianum en Michoacán","Equinodermos; Equinodermata; Presencia"
"453","Michoacán","Echinometra vanbrunti","1981","2000","Especimen preservado de Echinometra vanbrunti en Michoacán","Equinodermos; Equinodermata; Presencia"
"454","Michoacán","Encope wetmorei","1996","1996","Especimen preservado de Encope wetmorei en Michoacán","Equinodermos; Equinodermata; Presencia"
"455","Michoacán","Hesperocidaris asteriscus","1988","2000","Especimen preservado de Hesperocidaris asteriscus en Michoacán","Equinodermos; Equinodermata; Presencia"
"456","Michoacán","Holothuria (Halodeima) kefersteini","1988","2000","Especimen preservado de Holothuria (Halodeima) kefersteini en Michoacán","Equinodermos; Equinodermata; Presencia"
"457","Michoacán","Holothuria (Selenkothuria) lubrica","1990","2007","Especimen preservado de Holothuria (Selenkothuria) lubrica en Michoacán","Equinodermos; Equinodermata; Presencia"
"458","Michoacán","Holothuria (Selenkothuria) portovallartensis","1991","1991","Especimen preservado de Holothuria (Selenkothuria) portovallartensis en Michoacán","Equinodermos; Equinodermata; Presencia"
"459","Michoacán","Holothuria (Thymioscycia) arenicola","2000","2000","Especimen preservado de Holothuria (Thymioscycia) arenicola en Michoacán","Equinodermos; Equinodermata; Presencia"
"460","Michoacán","Holothuria (Thymioscycia) impatiens","1990","1990","Especimen preservado de Holothuria (Thymioscycia) impatiens en Michoacán","Equinodermos; Equinodermata; Presencia"
"461","Michoacán","Isostichopus fuscus","1987","2006","Especimen preservado de Isostichopus fuscus en Michoacán","Equinodermos; Equinodermata; Presencia"
"462","Michoacán","Mellita notabilis","1995","1997","Especimen preservado de Mellita notabilis en Michoacán","Equinodermos; Equinodermata; Presencia"
"463","Michoacán","Mellita quinquiesperforata","1994","1994","Especimen preservado de Mellita quinquiesperforata en Michoacán","Equinodermos; Equinodermata; Presencia"
"464","Michoacán","Neothyone gibbosa","2000","2000","Especimen preservado de Neothyone gibbosa en Michoacán","Equinodermos; Equinodermata; Presencia"
"465","Michoacán","Nidorellia armata","2000","2000","Especimen preservado de Nidorellia armata en Michoacán","Equinodermos; Equinodermata; Presencia"
"466","Michoacán","Ophiactis savignyi","1979","2006","Especimen preservado de Ophiactis savignyi en Michoacán","Equinodermos; Equinodermata; Presencia"
"467","Michoacán","Ophiactis simplex","1982","2000","Especimen preservado de Ophiactis simplex en Michoacán","Equinodermos; Equinodermata; Presencia"
"468","Michoacán","Ophiocoma aethiops","1972","2007","Especimen preservado de Ophiocoma aethiops en Michoacán","Equinodermos; Equinodermata; Presencia"
"469","Michoacán","Ophiocoma alexandri","1982","2007","Especimen preservado de Ophiocoma alexandri en Michoacán","Equinodermos; Equinodermata; Presencia"
"470","Michoacán","Ophionereis annulata","1991","2000","Especimen preservado de Ophionereis annulata en Michoacán","Equinodermos; Equinodermata; Presencia"
"471","Michoacán","Ophiothela mirabilis","2000","2000","Especimen preservado de Ophiothela mirabilis en Michoacán","Equinodermos; Equinodermata; Presencia"
"472","Michoacán","Ophiothrix rudis","1979","2000","Especimen preservado de Ophiothrix rudis en Michoacán","Equinodermos; Equinodermata; Presencia"
"473","Michoacán","Pharia pyramidatus","2000","2000","Especimen preservado de Pharia pyramidatus en Michoacán","Equinodermos; Equinodermata; Presencia"
"474","Michoacán","Phataria unifascialis","","2000","Especimen preservado de Phataria unifascialis en Michoacán","Equinodermos; Equinodermata; Presencia"
"475","Michoacán","Pseudocnus californicus","1991","2005","Especimen preservado de Pseudocnus californicus en Michoacán","Equinodermos; Equinodermata; Presencia"
"476","Michoacán","Toxopneustes roseus","2000","2000","Especimen preservado de Toxopneustes roseus en Michoacán","Equinodermos; Equinodermata; Presencia"
"477","Nayarit","Acanthaster ellisii pseudoplanci","1996","1996","Especimen preservado de Acanthaster ellisii pseudoplanci en Nayarit","Equinodermos; Equinodermata; Presencia"
"478","Nayarit","Agassizia scrobiculata","1951","1951","Especimen preservado de Agassizia scrobiculata en Nayarit","Equinodermos; Equinodermata; Presencia"
"479","Nayarit","Amphiodia platyspina","1985","1985","Especimen preservado de Amphiodia platyspina en Nayarit","Equinodermos; Equinodermata; Presencia"
"480","Nayarit","Amphiodia sculptilis","1985","1985","Especimen preservado de Amphiodia sculptilis en Nayarit","Equinodermos; Equinodermata; Presencia"
"481","Nayarit","Amphiodia violacea","1985","1985","Especimen preservado de Amphiodia violacea en Nayarit","Equinodermos; Equinodermata; Presencia"
"482","Nayarit","Amphipholis platydisca","1985","1985","Especimen preservado de Amphipholis platydisca en Nayarit","Equinodermos; Equinodermata; Presencia"
"483","Nayarit","Amphipholis pugetana","1985","1985","Especimen preservado de Amphipholis pugetana en Nayarit","Equinodermos; Equinodermata; Presencia"
"484","Nayarit","Arbacia incisa","1947","1947","Especimen preservado de Arbacia incisa en Nayarit","Equinodermos; Equinodermata; Presencia"
"485","Nayarit","Astropecten armatus","1981","1985","Especimen preservado de Astropecten armatus en Nayarit","Equinodermos; Equinodermata; Presencia"
"486","Nayarit","Astropecten californicus","1957","1957","Especimen preservado de Astropecten californicus en Nayarit","Equinodermos; Equinodermata; Presencia"
"487","Nayarit","Astropecten regalis","1937","1937","Especimen preservado de Astropecten regalis en Nayarit","Equinodermos; Equinodermata; Presencia"
"488","Nayarit","Chiridota rigida","1996","1996","Especimen preservado de Chiridota rigida en Nayarit","Equinodermos; Equinodermata; Presencia"
"489","Nayarit","Cucumaria flamma","1996","1996","Especimen preservado de Cucumaria flamma en Nayarit","Equinodermos; Equinodermata; Presencia"
"490","Nayarit","Diadema mexicanum","1996","1996","Especimen preservado de Diadema mexicanum en Nayarit","Equinodermos; Equinodermata; Presencia"
"491","Nayarit","Echinometra vanbrunti","1989","1989","Especimen preservado de Echinometra vanbrunti en Nayarit","Equinodermos; Equinodermata; Presencia"
"492","Nayarit","Euapta godeffroyi","2007","2007","Especimen preservado de Euapta godeffroyi en Nayarit","Equinodermos; Equinodermata; Presencia"
"493","Nayarit","Eucidaris thouarsii","1996","1996","Especimen preservado de Eucidaris thouarsii en Nayarit","Equinodermos; Equinodermata; Presencia"
"494","Nayarit","Heliaster helianthus","1984","1984","Especimen preservado de Heliaster helianthus en Nayarit","Equinodermos; Equinodermata; Presencia"
"495","Nayarit","Hesperocidaris asteriscus","1994","1994","Especimen preservado de Hesperocidaris asteriscus en Nayarit","Equinodermos; Equinodermata; Presencia"
"496","Nayarit","Holothuria (Halodeima) atra","2003","2003","Especimen preservado de Holothuria (Halodeima) atra en Nayarit","Equinodermos; Equinodermata; Presencia"
"497","Nayarit","Holothuria (Halodeima) kefersteini","1995","2007","Especimen preservado de Holothuria (Halodeima) kefersteini en Nayarit","Equinodermos; Equinodermata; Presencia"
"498","Nayarit","Holothuria (Platyperona) difficilis","1995","1995","Especimen preservado de Holothuria (Platyperona) difficilis en Nayarit","Equinodermos; Equinodermata; Presencia"
"499","Nayarit","Holothuria (Selenkothuria) portovallartensis","1995","1995","Especimen preservado de Holothuria (Selenkothuria) portovallartensis en Nayarit","Equinodermos; Equinodermata; Presencia"
"500","Nayarit","Holothuria (Semperothuria) imitans","1995","2007","Especimen preservado de Holothuria (Semperothuria) imitans en Nayarit","Equinodermos; Equinodermata; Presencia"
"501","Nayarit","Holothuria (Semperothuria) languens","1954","1954","Especimen preservado de Holothuria (Semperothuria) languens en Nayarit","Equinodermos; Equinodermata; Presencia"
"502","Nayarit","Holothuria (Thymioscycia) arenicola","1994","2003","Especimen preservado de Holothuria (Thymioscycia) arenicola en Nayarit","Equinodermos; Equinodermata; Presencia"
"503","Nayarit","Holothuria (Thymioscycia) hilla","1939","2003","Especimen preservado de Holothuria (Thymioscycia) hilla en Nayarit","Equinodermos; Equinodermata; Presencia"
"504","Nayarit","Holothuria (Thymioscycia) impatiens","1994","1996","Especimen preservado de Holothuria (Thymioscycia) impatiens en Nayarit","Equinodermos; Equinodermata; Presencia"
"505","Nayarit","Isostichopus fuscus","1995","1995","Especimen preservado de Isostichopus fuscus en Nayarit","Equinodermos; Equinodermata; Presencia"
"506","Nayarit","Labidodemas americanum","1995","1995","Especimen preservado de Labidodemas americanum en Nayarit","Equinodermos; Equinodermata; Presencia"
"507","Nayarit","Mithrodia bradleyi","1996","1996","Especimen preservado de Mithrodia bradleyi en Nayarit","Equinodermos; Equinodermata; Presencia"
"508","Nayarit","Narcissia gracilis","1982","1982","Especimen preservado de Narcissia gracilis en Nayarit","Equinodermos; Equinodermata; Presencia"
"509","Nayarit","Neothyone gibber","1996","1996","Especimen preservado de Neothyone gibber en Nayarit","Equinodermos; Equinodermata; Presencia"
"510","Nayarit","Ophiactis savignyi","1985","1985","Especimen preservado de Ophiactis savignyi en Nayarit","Equinodermos; Equinodermata; Presencia"
"511","Nayarit","Ophiactis simplex","1985","1997","Especimen preservado de Ophiactis simplex en Nayarit","Equinodermos; Equinodermata; Presencia"
"512","Nayarit","Ophiocoma aethiops","1994","1996","Especimen preservado de Ophiocoma aethiops en Nayarit","Equinodermos; Equinodermata; Presencia"
"513","Nayarit","Ophiocoma alexandri","1994","1996","Especimen preservado de Ophiocoma alexandri en Nayarit","Equinodermos; Equinodermata; Presencia"
"514","Nayarit","Ophioderma variegatum","1985","1996","Especimen preservado de Ophioderma variegatum en Nayarit","Equinodermos; Equinodermata; Presencia"
"515","Nayarit","Ophionereis annulata","1996","2002","Especimen preservado de Ophionereis annulata en Nayarit","Equinodermos; Equinodermata; Presencia"
"516","Nayarit","Ophionereis dictyota","1996","1996","Especimen preservado de Ophionereis dictyota en Nayarit","Equinodermos; Equinodermata; Presencia"
"517","Nayarit","Ophiophragmus marginatus","1981","1981","Especimen preservado de Ophiophragmus marginatus en Nayarit","Equinodermos; Equinodermata; Presencia"
"518","Nayarit","Ophiothela mirabilis","1995","1996","Especimen preservado de Ophiothela mirabilis en Nayarit","Equinodermos; Equinodermata; Presencia"
"519","Nayarit","Ophiothrix spiculata","1985","1997","Especimen preservado de Ophiothrix spiculata en Nayarit","Equinodermos; Equinodermata; Presencia"
"520","Nayarit","Pharia pyramidatus","1976","1994","Especimen preservado de Pharia pyramidatus en Nayarit","Equinodermos; Equinodermata; Presencia"
"521","Nayarit","Phataria unifascialis","1976","1999","Especimen preservado de Phataria unifascialis en Nayarit","Equinodermos; Equinodermata; Presencia"
"522","Nayarit","Pseudocnus californicus","1995","2002","Especimen preservado de Pseudocnus californicus en Nayarit","Equinodermos; Equinodermata; Presencia"
"523","Nayarit","Toxopneustes roseus","1989","1989","Especimen preservado de Toxopneustes roseus en Nayarit","Equinodermos; Equinodermata; Presencia"
"524","Nayarit","Trachythyone peruana","1989","1989","Especimen preservado de Trachythyone peruana en Nayarit","Equinodermos; Equinodermata; Presencia"
"525","Oaxaca","Asteropsis spinosa","1995","1995","Especimen preservado de Asteropsis spinosa en Oaxaca","Equinodermos; Equinodermata; Presencia"
"526","Oaxaca","Astropecten armatus","1998","1998","Especimen preservado de Astropecten armatus en Oaxaca","Equinodermos; Equinodermata; Presencia"
"527","Oaxaca","Astropyga pulvinata","1993","1993","Especimen preservado de Astropyga pulvinata en Oaxaca","Equinodermos; Equinodermata; Presencia"
"528","Oaxaca","Chiridota rigida","2008","2008","Especimen preservado de Chiridota rigida en Oaxaca","Equinodermos; Equinodermata; Presencia"
"529","Oaxaca","Diopederma danianum","1998","1998","Especimen preservado de Diopederma danianum en Oaxaca","Equinodermos; Equinodermata; Presencia"
"530","Oaxaca","Echinometra vanbrunti","1951","1951","Especimen preservado de Echinometra vanbrunti en Oaxaca","Equinodermos; Equinodermata; Presencia"
"531","Oaxaca","Encope micropora","1988","1988","Especimen preservado de Encope micropora en Oaxaca","Equinodermos; Equinodermata; Presencia"
"532","Oaxaca","Heliaster microbrachius polybrachius","1938","1961","Especimen preservado de Heliaster microbrachius polybrachius en Oaxaca","Equinodermos; Equinodermata; Presencia"
"533","Oaxaca","Holothuria (Halodeima) kefersteini","1995","1995","Especimen preservado de Holothuria (Halodeima) kefersteini en Oaxaca","Equinodermos; Equinodermata; Presencia"
"534","Oaxaca","Holothuria (Mertensiothuria) fuscocinerea","2008","2008","Especimen preservado de Holothuria (Mertensiothuria) fuscocinerea en Oaxaca","Equinodermos; Equinodermata; Presencia"
"535","Oaxaca","Holothuria (Platyperona) difficilis","1994","2008","Especimen preservado de Holothuria (Platyperona) difficilis en Oaxaca","Equinodermos; Equinodermata; Presencia"
"536","Oaxaca","Holothuria (Selenkothuria) lubrica","2008","2008","Especimen preservado de Holothuria (Selenkothuria) lubrica en Oaxaca","Equinodermos; Equinodermata; Presencia"
"537","Oaxaca","Holothuria (Semperothuria) imitans","1995","1995","Especimen preservado de Holothuria (Semperothuria) imitans en Oaxaca","Equinodermos; Equinodermata; Presencia"
"538","Oaxaca","Holothuria (Thymioscycia) hilla","1995","2008","Especimen preservado de Holothuria (Thymioscycia) hilla en Oaxaca","Equinodermos; Equinodermata; Presencia"
"539","Oaxaca","Holothuria (Thymioscycia) impatiens","1994","1994","Especimen preservado de Holothuria (Thymioscycia) impatiens en Oaxaca","Equinodermos; Equinodermata; Presencia"
"540","Oaxaca","Isostichopus fuscus","1995","1995","Especimen preservado de Isostichopus fuscus en Oaxaca","Equinodermos; Equinodermata; Presencia"
"541","Oaxaca","Labidodemas americanum","2008","2008","Especimen preservado de Labidodemas americanum en Oaxaca","Equinodermos; Equinodermata; Presencia"
"542","Oaxaca","Lissothuria ornata","2005","2005","Especimen preservado de Lissothuria ornata en Oaxaca","Equinodermos; Equinodermata; Presencia"
"543","Oaxaca","Ophiactis savignyi","2008","2008","Especimen preservado de Ophiactis savignyi en Oaxaca","Equinodermos; Equinodermata; Presencia"
"544","Oaxaca","Ophioderma teres","1994","1994","Especimen preservado de Ophioderma teres en Oaxaca","Equinodermos; Equinodermata; Presencia"
"545","Oaxaca","Ophiolepis pacifica","2008","2008","Especimen preservado de Ophiolepis pacifica en Oaxaca","Equinodermos; Equinodermata; Presencia"
"546","Oaxaca","Ophionereis annulata","2008","2008","Especimen preservado de Ophionereis annulata en Oaxaca","Equinodermos; Equinodermata; Presencia"
"547","Oaxaca","Ophiophragmus marginatus","1934","1934","Especimen preservado de Ophiophragmus marginatus en Oaxaca","Equinodermos; Equinodermata; Presencia"
"548","Oaxaca","Ophiothrix spiculata","1986","1986","Especimen preservado de Ophiothrix spiculata en Oaxaca","Equinodermos; Equinodermata; Presencia"
"549","Oaxaca","Pachythyone pseudolugubris","2008","2008","Especimen preservado de Pachythyone pseudolugubris en Oaxaca","Equinodermos; Equinodermata; Presencia"
"550","Oaxaca","Pentamera chierchia","2008","2008","Especimen preservado de Pentamera chierchia en Oaxaca","Equinodermos; Equinodermata; Presencia"
"551","Oaxaca","Pharia pyramidatus","1960","1960","Especimen preservado de Pharia pyramidatus en Oaxaca","Equinodermos; Equinodermata; Presencia"
"552","Oaxaca","Phataria unifascialis","1960","1960","Especimen preservado de Phataria unifascialis en Oaxaca","Equinodermos; Equinodermata; Presencia"
"553","Oaxaca","Pseudocnus californicus","1994","2008","Especimen preservado de Pseudocnus californicus en Oaxaca","Equinodermos; Equinodermata; Presencia"
"554","Oaxaca","Psolidium dorsipes","2008","2008","Especimen preservado de Psolidium dorsipes en Oaxaca","Equinodermos; Equinodermata; Presencia"
"555","Oaxaca","Staurocucumis abyssorum","1891","1891","Especimen preservado de Staurocucumis abyssorum en Oaxaca","Equinodermos; Equinodermata; Presencia"
"556","Quintana Roo","Actinopyga agassizi","1996","1997","Especimen preservado de Actinopyga agassizi en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"557","Quintana Roo","Amphiodia pulchella","1990","1990","Especimen preservado de Amphiodia pulchella en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"558","Quintana Roo","Amphiodia trychna","2001","2001","Especimen preservado de Amphiodia trychna en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"559","Quintana Roo","Amphioplus coniortodes","","2000","Especimen preservado de Amphioplus coniortodes en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"560","Quintana Roo","Amphipholis squamata","1997","2007","Especimen preservado de Amphipholis squamata en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"561","Quintana Roo","Amphiura fibulata","1990","1999","Especimen preservado de Amphiura fibulata en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"562","Quintana Roo","Amphiura palmeri","1985","1985","Especimen preservado de Amphiura palmeri en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"563","Quintana Roo","Amphiura stimpsonii","1990","2001","Especimen preservado de Amphiura stimpsonii en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"564","Quintana Roo","Anthenoides piercei","1985","1986","Especimen preservado de Anthenoides piercei en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"565","Quintana Roo","Arbacia punctulata","1980","1996","Especimen preservado de Arbacia punctulata en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"566","Quintana Roo","Aspidodiadema jacobyi","1885","1885","Especimen preservado de Aspidodiadema jacobyi en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"567","Quintana Roo","Asterinides folium","1995","2006","Especimen preservado de Asterinides folium en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"568","Quintana Roo","Asteroschema intectum","1885","1885","Especimen preservado de Asteroschema intectum en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"569","Quintana Roo","Astichopus multifidus","1983","1986","Especimen preservado de Astichopus multifidus en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"570","Quintana Roo","Astropecten caribemexicanensis","1985","1985","Especimen preservado de Astropecten caribemexicanensis en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"571","Quintana Roo","Astropecten comptus","1984","1996","Especimen preservado de Astropecten comptus en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"572","Quintana Roo","Astropecten duplicatus","1985","1986","Especimen preservado de Astropecten duplicatus en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"573","Quintana Roo","Astropecten nitidus","2000","2000","Especimen preservado de Astropecten nitidus en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"574","Quintana Roo","Astrophyton muricatum","1984","2000","Especimen preservado de Astrophyton muricatum en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"575","Quintana Roo","Bathypectinura heros","1986","1986","Especimen preservado de Bathypectinura heros en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"576","Quintana Roo","Brissus unicolor","1995","2000","Especimen preservado de Brissus unicolor en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"577","Quintana Roo","Calveriosoma hystrix","1885","1885","Especimen preservado de Calveriosoma hystrix en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"578","Quintana Roo","Cassidulus caribaearum","1995","2000","Especimen preservado de Cassidulus caribaearum en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"579","Quintana Roo","Cheiraster (Cheiraster) planus","1986","1986","Especimen preservado de Cheiraster (Cheiraster) planus en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"580","Quintana Roo","Chiridota rotifera","1999","2001","Especimen preservado de Chiridota rotifera en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"581","Quintana Roo","Cidaris abyssicola","1985","1985","Especimen preservado de Cidaris abyssicola en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"582","Quintana Roo","Cidaris rugosa","1970","1986","Especimen preservado de Cidaris rugosa en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"583","Quintana Roo","Clypeaster chesheri","1986","1986","Especimen preservado de Clypeaster chesheri en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"584","Quintana Roo","Clypeaster ravenelii","1985","2000","Especimen preservado de Clypeaster ravenelii en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"585","Quintana Roo","Clypeaster rosaceus","1967","2000","Especimen preservado de Clypeaster rosaceus en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"586","Quintana Roo","Clypeaster subdepressus","1983","1995","Especimen preservado de Clypeaster subdepressus en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"587","Quintana Roo","Coelopleurus floridanus","1985","1985","Especimen preservado de Coelopleurus floridanus en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"588","Quintana Roo","Comactinia meridionalis","1985","2004","Especimen preservado de Comactinia meridionalis en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"589","Quintana Roo","Coronaster briareus","1986","1986","Especimen preservado de Coronaster briareus en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"590","Quintana Roo","Crinometra brevipinna","1985","2004","Especimen preservado de Crinometra brevipinna en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"591","Quintana Roo","Diadema antillarum","1962","2006","Especimen preservado de Diadema antillarum en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"592","Quintana Roo","Duasmodactyla seguroensis","1999","1999","Especimen preservado de Duasmodactyla seguroensis en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"593","Quintana Roo","Echinaster echinoporus","2001","2001","Especimen preservado de Echinaster echinoporus en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"594","Quintana Roo","Echinaster sentus","1980","1980","Especimen preservado de Echinaster sentus en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"595","Quintana Roo","Echinaster serpentarius","1984","1986","Especimen preservado de Echinaster serpentarius en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"596","Quintana Roo","Echinometra lucunter","","2000","Especimen preservado de Echinometra lucunter en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"597","Quintana Roo","Echinometra viridis","1983","2004","Especimen preservado de Echinometra viridis en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"598","Quintana Roo","Echinoneus cyclostomus","1983","2004","Especimen preservado de Echinoneus cyclostomus en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"599","Quintana Roo","Encope aberrans","1983","1986","Especimen preservado de Encope aberrans en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"600","Quintana Roo","Encope michelini","1961","1986","Especimen preservado de Encope michelini en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"601","Quintana Roo","Epitomapta roseola","1995","1997","Especimen preservado de Epitomapta roseola en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"602","Quintana Roo","Euapta lappa","1995","2006","Especimen preservado de Euapta lappa en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"603","Quintana Roo","Eucidaris tribuloides","1946","2006","Especimen preservado de Eucidaris tribuloides en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"604","Quintana Roo","Euthyonacta solida","1985","1985","Especimen preservado de Euthyonacta solida en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"605","Quintana Roo","Euthyonidiella trita","1997","1997","Especimen preservado de Euthyonidiella trita en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"606","Quintana Roo","Genocidaris maculata","1985","1985","Especimen preservado de Genocidaris maculata en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"607","Quintana Roo","Goniaster tesselatus","1984","1986","Especimen preservado de Goniaster tesselatus en Quintana Roo","Equinodermos; Equinodermata; Presencia"
"608","Quintana Roo","Holothuria (Cystipus) cubana","1999","1999","Especimen preservado de Holothuria (Cystipus) cubana en Quintana Roo","Equinodermos; Equinodermata; Presencia"
