MMID,area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,tonnes,landed_value
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1967,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,29400,43100400
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1968,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,27000,39582000
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1969,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,30100,44126600
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1970,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,35300,51749800
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1971,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,50600,74179600
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1972,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,53400,78284400
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1973,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,64600,94703600
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1974,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,84136,123343376
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1975,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,121906,178714196
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1976,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,142073,208279018
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1977,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,107340,157360440
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1978,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,155924,228584584
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1979,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,186036,272728776
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1980,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,328096,480988736
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1981,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,344433,504938778
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1982,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,432588,634174008
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1983,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,381373,559092818
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1984,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,278331,408033246
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1985,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,372344,545856304
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1986,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,470534,689802844
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1987,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,477076,699393416
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1988,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,446127,654022182
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,1989,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,509248,746557568
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1990,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,313602,459740532
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1991,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,325330,476933780
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1991,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,5788.9,8486527.4
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1992,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,279293,409443538
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1992,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,6762.421053,9913709.264
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1993,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,272630,399675580
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1993,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,5921.668421,8681165.905
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1994,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,287620,421650920
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1994,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,3529.726316,5174578.779
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1995,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,320999,470584534
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1995,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,6097.784211,8939351.653
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1996,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,418093,612924338
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1996,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,6400.168421,9382646.905
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1997,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,455837,668257042
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1997,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,11343.94737,16630226.84
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1998,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,339317,497438722
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1998,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,13143,19267638
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1999,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,345458,506441428
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,1999,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,10859.11579,15919463.75
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2000,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,478191,701028006
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2000,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,13588.54737,19920810.44
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2001,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,609777,893933082
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2001,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,8785.626316,12879728.18
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2002,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,624817,915981722
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2002,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,9314.842105,13655558.53
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2003,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,561929,823787914
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2003,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,8474.584211,12423740.45
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2004,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,475657,697313162
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2004,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,8963.2,13140051.2
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2005,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,252747,370527102
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2005,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,11530.37368,16903527.81
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2006,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,268919,394235254
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2006,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,12086.64211,17719017.33
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2007,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,431760,632960160
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2007,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,8009.289474,11741618.37
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2008,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,655431,960861846
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2008,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,8238.126316,12077093.18
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2009,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,691680,1014002880
558,Mexico (Pacific),eez,Reconstructed domestic catch,4,2009,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,8466.963158,12412567.99
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,2010,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Reported,630221,923903986
558,Mexico (Pacific),eez,Reconstructed domestic catch,3,2010,Sardinops sagax,Pacific sardine,Medium pelagics (30 - 89 cm),Herring-likes,Mexico,Industrial,Landings,Unreported,8695.8,12748042.8
