Entidad,Oficina,Mes,Origen,Nombre Comun,Peso Vivo (Kg.),Peso Desem. (Kg.),Valor (pesos),Año
BAJA CALIFORNIA,ISLA CEDROS,Septiembre,CAPTURA,ALGA GELIDIUM,"180,000.00","30,000.00","210,000.00",2009
BAJA CALIFORNIA,ISLA CEDROS,Septiembre,CAPTURA,ALGA GELIDIUM,"390,840.00","65,140.00","454,344.40",2011
BAJA CALIFORNIA,ISLA CEDROS,Septiembre,CAPTURA,ALGA GELIDIUM,"423,643.15","119,268.15","834,877.08",2013
BAJA CALIFORNIA,ISLA CEDROS,Septiembre,CAPTURA,ALGA GELIDIUM,"429,300.00","71,550.00","500,850.00",2006
BAJA CALIFORNIA,ISLA CEDROS,Septiembre,CAPTURA,ALGA GELIDIUM,"112,800.00","18,800.00","131,600.00",2012
BAJA CALIFORNIA,ISLA CEDROS,Septiembre,CAPTURA,ALGA GELIDIUM,"229,603.70","49,603.70","399,500.56",2014
BAJA CALIFORNIA,ISLA CEDROS,Septiembre,CAPTURA,ALGA GELIDIUM,"237,468.00","39,578.00","278,835.00",2010
BAJA CALIFORNIA,ISLA CEDROS,Septiembre,CAPTURA,ALGA GELIDIUM,"360,000.00","60,000.00","452,400.00",2007
BAJA CALIFORNIA,SAN FELIPE,Septiembre,CAPTURA,ALGA GIGARTINA,744.09,744.09,"5,144.95",2014
BAJA CALIFORNIA,SAN QUINTIN,Septiembre,CAPTURA,ALGA GIGARTINA,"80,000.00","20,000.00","120,000.00",2007
BAJA CALIFORNIA,SAN QUINTIN,Septiembre,CAPTURA,ALGA GIGARTINA,"76,080.00","19,020.00","114,120.00",2010
BAJA CALIFORNIA,SAN QUINTIN,Septiembre,CAPTURA,ALGA GIGARTINA,"36,700.00","36,700.00","220,200.00",2009
BAJA CALIFORNIA,SAN QUINTIN,Septiembre,CAPTURA,ALGA GIGARTINA,"19,000.00","19,000.00","114,000.00",2011
BAJA CALIFORNIA,SAN QUINTIN,Septiembre,CAPTURA,ALGA GELIDIUM,"1,800.00","1,800.00","12,600.00",2011
BAJA CALIFORNIA,SAN QUINTIN,Septiembre,CAPTURA,ALGA GELIDIUM,"28,800.00","4,800.00","33,600.00",2012
BAJA CALIFORNIA,SAN QUINTIN,Septiembre,CAPTURA,ALGA GELIDIUM,"51,023.05","11,023.05","72,777.90",2014
BAJA CALIFORNIA,SAN QUINTIN,Septiembre,CAPTURA,ALGA GELIDIUM,"10,579.84","10,579.84","74,058.91",2013
BAJA CALIFORNIA,SAN QUINTIN,Septiembre,CAPTURA,ALGA SE,"6,950.00","6,950.00","20,850.00",2009
BAJA CALIFORNIA,SAN QUINTIN,Septiembre,CAPTURA,ALGA GIGARTINA,"89,000.00","22,250.00","133,500.00",2012
BAJA CALIFORNIA,SAN QUINTIN,Septiembre,CAPTURA,ALGA GIGARTINA,"69,552.68","69,552.68","417,316.09",2013
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Septiembre,CAPTURA,ALGA GELIDIUM,"108,894.00","18,149.00","120,682.37",2013
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Septiembre,CAPTURA,ALGA GELIDIUM,"132,540.00","22,090.00","154,630.00",2011
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Septiembre,CAPTURA,ALGA GELIDIUM,"58,247.00","16,912.00","127,948.73",2007
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Septiembre,CAPTURA,ALGA GELIDIUM,"8,477.16","1,412.86","9,889.00",2010
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Septiembre,CAPTURA,ALGA GELIDIUM,"125,550.00","20,925.00","146,475.00",2009
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Septiembre,CAPTURA,ALGA GELIDIUM,"295,344.00","49,224.00","246,120.00",2006
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Septiembre,CAPTURA,ALGA GELIDIUM,"35,307.41","8,859.41","53,701.73",2014
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Septiembre,CAPTURA,ALGA GELIDIUM,"11,635.00","11,635.00","81,445.00",2012
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Septiembre,CAPTURA,ALGA GELIDIUM,"42,702.00","7,117.00","47,310.43",2012
BAJA CALIFORNIA SUR,SANTA ROSALIA,Septiembre,CAPTURA,ALGA GELIDIUM,"5,685.00","34,110.00","43,289.00",2008
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Septiembre,CAPTURA,ALGA GELIDIUM,"31,800.00","5,300.00","42,400.00",2010
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Septiembre,CAPTURA,ALGA GELIDIUM,"22,071.00","22,071.00","176,568.00",2007
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Septiembre,CAPTURA,ALGA GELIDIUM,"26,400.00","4,400.00","30,800.00",2012
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Septiembre,CAPTURA,ALGA GELIDIUM,"99,720.00","16,620.00","116,340.00",2013
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Septiembre,CAPTURA,ALGA GELIDIUM,"50,400.00","8,400.00","82,800.00",2011
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Septiembre,CAPTURA,ALGA GELIDIUM,"7,800.00","1,300.00","10,400.00",2009
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Septiembre,CAPTURA,ALGA GELIDIUM,"122,574.00","20,429.00","163,432.00",2006
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Septiembre,CAPTURA,ALGA GELIDIUM,"9,898.00","59,388.00","77,600.32",2008
BAJA CALIFORNIA,EL ROSARIO,Octubre,CAPTURA,ALGA PARDA,"23,510.77","23,510.77","23,510.77",2013
BAJA CALIFORNIA,EL ROSARIO,Octubre,CAPTURA,ALGA GIGARTINA,"160,000.00","40,000.00","200,000.00",2010
BAJA CALIFORNIA,EL ROSARIO,Octubre,CAPTURA,ALGA GIGARTINA,470,470,"2,820.00",2011
BAJA CALIFORNIA,EL ROSARIO,Octubre,CAPTURA,ALGA SE,"45,454.15","45,454.15","45,454.15",2013
BAJA CALIFORNIA,EL ROSARIO,Octubre,CAPTURA,ALGA GELIDIUM,"1,545.00","1,545.00","10,815.00",2006
BAJA CALIFORNIA,ENSENADA,Octubre,CAPTURA,ALGA GELIDIUM,"47,196.32","10,196.32","67,711.04",2014
BAJA CALIFORNIA,ENSENADA,Octubre,CAPTURA,ALGA GELIDIUM,"55,000.00","330,000.00","440,170.50",2008
BAJA CALIFORNIA,ENSENADA,Octubre,CAPTURA,ALGA GELIDIUM,"1,306.00","1,306.00","9,142.00",2011
BAJA CALIFORNIA,ENSENADA,Octubre,CAPTURA,ALGA PARDA,"43,984.72","43,984.72","219,923.62",2013
BAJA CALIFORNIA,ENSENADA,Octubre,CAPTURA,ALGA SE,"9,000.00","9,000.00","45,000.00",2012
BAJA CALIFORNIA,ENSENADA,Octubre,CAPTURA,ALGA GELIDIUM,"13,884.00","2,314.00","16,198.00",2012
BAJA CALIFORNIA,ENSENADA,Octubre,CAPTURA,ALGA GELIDIUM,"29,976.23","29,976.23","209,833.58",2013
BAJA CALIFORNIA,ENSENADA,Octubre,CAPTURA,ALGA GELIDIUM,"33,600.00","5,600.00","39,200.00",2010
BAJA CALIFORNIA,ENSENADA,Octubre,CAPTURA,ALGA GELIDIUM,"29,700.00","4,950.00","34,650.00",2009
BAJA CALIFORNIA,ISLA CEDROS,Octubre,CAPTURA,ALGA GELIDIUM,"180,000.00","30,000.00","226,200.00",2007
BAJA CALIFORNIA,ISLA CEDROS,Octubre,CAPTURA,ALGA GELIDIUM,"306,138.27","66,138.27","448,806.77",2014
BAJA CALIFORNIA,ISLA CEDROS,Octubre,CAPTURA,ALGA GELIDIUM,"654,863.59","184,363.59","1,290,545.11",2013
BAJA CALIFORNIA,ISLA CEDROS,Octubre,CAPTURA,ALGA GELIDIUM,"288,000.00","48,000.00","336,000.00",2011
BAJA CALIFORNIA,ISLA CEDROS,Octubre,CAPTURA,ALGA GELIDIUM,"357,000.00","59,500.00","416,500.00",2012
BAJA CALIFORNIA,ISLA CEDROS,Octubre,CAPTURA,ALGA GELIDIUM,"432,000.00","72,000.00","504,000.00",2010
BAJA CALIFORNIA,ISLA CEDROS,Octubre,CAPTURA,ALGA GELIDIUM,"230,400.00","38,400.00","285,312.00",2006
BAJA CALIFORNIA,MEXICALI,Octubre,CAPTURA,ALGA GELIDIUM,"7,680.00","46,080.00","61,463.81",2008
BAJA CALIFORNIA,SAN QUINTIN,Octubre,CAPTURA,ALGA GIGARTINA,"22,125.00","22,125.00","132,750.00",2012
BAJA CALIFORNIA,SAN QUINTIN,Octubre,CAPTURA,ALGA GELIDIUM,"17,640.00","2,940.00","20,580.00",2012
BAJA CALIFORNIA,SAN QUINTIN,Octubre,CAPTURA,ALGA EGRARIA,"2,125.96","2,125.96","12,096.71",2014
BAJA CALIFORNIA,SAN QUINTIN,Octubre,CAPTURA,ALGA GIGARTINA,"15,000.00","15,000.00","90,000.00",2006
BAJA CALIFORNIA,SAN QUINTIN,Octubre,CAPTURA,ALGA GELIDIUM,"6,269.54","6,269.54","43,886.76",2013
BAJA CALIFORNIA,SAN QUINTIN,Octubre,CAPTURA,ALGA GELIDIUM,"8,078.65","8,078.65","55,995.31",2014
BAJA CALIFORNIA,SAN QUINTIN,Octubre,CAPTURA,ALGA EUCHEMA,"2,232.26","2,232.26","12,701.55",2014
BAJA CALIFORNIA,SAN QUINTIN,Octubre,CAPTURA,ALGA GIGARTINA,"38,000.00","38,000.00","228,000.00",2011
BAJA CALIFORNIA,SAN QUINTIN,Octubre,CAPTURA,ALGA GIGARTINA,"75,800.00","18,950.00","113,700.00",2010
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Octubre,CAPTURA,ALGA GELIDIUM,"107,034.00","17,839.00","89,195.00",2007
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Octubre,CAPTURA,ALGA GELIDIUM,"212,634.00","35,439.00","248,073.00",2013
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Octubre,CAPTURA,ALGA GELIDIUM,"1,800.00","1,800.00","12,600.00",2012
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Octubre,CAPTURA,ALGA GELIDIUM,"362,208.00","60,368.00","392,705.72",2011
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Octubre,CAPTURA,ALGA GELIDIUM,"68,520.00","11,420.00","80,160.00",2010
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Octubre,CAPTURA,ALGA GELIDIUM,"80,280.00","13,380.00","93,660.00",2012
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Octubre,CAPTURA,ALGA GELIDIUM,"15,996.05","5,996.05","36,737.55",2014
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Octubre,CAPTURA,ALGA GELIDIUM,"104,706.00","17,451.00","129,660.93",2006
BAJA CALIFORNIA SUR,SANTA ROSALIA,Octubre,CAPTURA,ALGA GELIDIUM,"28,434.00","170,604.00","216,513.54",2008
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Octubre,CAPTURA,ALGA GELIDIUM,"37,050.00","6,175.00","45,012.50",2012
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Octubre,CAPTURA,ALGA GELIDIUM,"20,800.00","20,800.00","166,400.00",2007
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Octubre,CAPTURA,ALGA GELIDIUM,"94,800.00","15,800.00","134,600.00",2010
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Octubre,CAPTURA,ALGA GELIDIUM,"17,150.41","4,150.41","27,541.83",2014
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Octubre,CAPTURA,ALGA GELIDIUM,"82,800.00","13,800.00","100,050.00",2013
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Octubre,CAPTURA,ALGA GELIDIUM,"34,320.00","5,720.00","79,520.00",2011
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Octubre,CAPTURA,ALGA GELIDIUM,"219,990.00","36,665.00","293,320.00",2006
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Octubre,CAPTURA,ALGA GELIDIUM,"4,500.00","27,000.00","35,280.00",2008
BAJA CALIFORNIA,EL ROSARIO,Noviembre,CAPTURA,ALGA SE,"7,440.86","7,440.86","57,257.51",2014
BAJA CALIFORNIA,EL ROSARIO,Noviembre,CAPTURA,ALGA GELIDIUM,"20,310.00","3,385.00","25,150.55",2006
BAJA CALIFORNIA,EL ROSARIO,Noviembre,CAPTURA,ALGA GELIDIUM,"6,138.00","6,138.00","46,587.42",2007
BAJA CALIFORNIA,EL ROSARIO,Noviembre,CAPTURA,ALGA GELIDIUM,600,100,700,2011
BAJA CALIFORNIA,EL ROSARIO,Noviembre,CAPTURA,ALGA SE,"64,654.61","64,654.61","64,654.61",2013
BAJA CALIFORNIA,EL ROSARIO,Noviembre,CAPTURA,ALGA GIGARTINA,"19,130.00","76,520.00","118,223.40",2008
BAJA CALIFORNIA,ENSENADA,Noviembre,CAPTURA,ALGA GELIDIUM,"32,533.02","32,533.02","227,731.15",2013
BAJA CALIFORNIA,ENSENADA,Noviembre,ACUACULTURA,ALGA ESPIRULINA,"11,755.38","11,755.38","9,404.31",2013
BAJA CALIFORNIA,ENSENADA,Noviembre,CAPTURA,ALGA GELIDIUM,"3,100.00","3,100.00","21,700.00",2010
BAJA CALIFORNIA,ENSENADA,Noviembre,CAPTURA,ALGA GELIDIUM,"35,940.00","5,990.00","41,930.00",2010
BAJA CALIFORNIA,ENSENADA,Noviembre,CAPTURA,ALGA GELIDIUM,"10,800.00","1,800.00","12,600.00",2009
BAJA CALIFORNIA,ENSENADA,Noviembre,CAPTURA,ALGA GELIDIUM,"12,504.00","2,084.00","14,588.00",2012
BAJA CALIFORNIA,ENSENADA,Noviembre,CAPTURA,ALGA GELIDIUM,"35,563.06","7,683.06","50,051.94",2014
BAJA CALIFORNIA,ISLA CEDROS,Noviembre,CAPTURA,ALGA GELIDIUM,"30,000.00","5,000.00","37,700.00",2007
BAJA CALIFORNIA,ISLA CEDROS,Noviembre,CAPTURA,ALGA GELIDIUM,"8,291.24","8,291.24","63,801.22",2014
BAJA CALIFORNIA,ISLA CEDROS,Noviembre,CAPTURA,ALGA GELIDIUM,"41,140.00","41,140.00","287,980.00",2011
BAJA CALIFORNIA,ISLA CEDROS,Noviembre,CAPTURA,ALGA GELIDIUM,"17,633.07","17,633.07","158,697.67",2013
BAJA CALIFORNIA,ISLA CEDROS,Noviembre,CAPTURA,ALGA GELIDIUM,"118,306.92","33,306.92","233,148.43",2013
BAJA CALIFORNIA,ISLA CEDROS,Noviembre,CAPTURA,ALGA GELIDIUM,"145,500.00","24,250.00","169,750.00",2012
BAJA CALIFORNIA,ISLA CEDROS,Noviembre,CAPTURA,ALGA GELIDIUM,"460,800.00","76,800.00","537,600.00",2006
BAJA CALIFORNIA,SAN QUINTIN,Noviembre,CAPTURA,ALGA GELIDIUM,"77,520.00","12,920.00","90,440.00",2012
BAJA CALIFORNIA,SAN QUINTIN,Noviembre,CAPTURA,ALGA GELIDIUM,"73,026.73","15,776.73","102,778.82",2014
BAJA CALIFORNIA,SAN QUINTIN,Noviembre,CAPTURA,ALGA GIGARTINA,"165,824.90","48,824.90","299,784.21",2014
BAJA CALIFORNIA,SAN QUINTIN,Noviembre,CAPTURA,ALGA GIGARTINA,"20,000.00","20,000.00","120,000.00",2011
BAJA CALIFORNIA,SAN QUINTIN,Noviembre,CAPTURA,ALGA GIGARTINA,"9,796.15","9,796.15","58,776.91",2013
BAJA CALIFORNIA,SAN QUINTIN,Noviembre,CAPTURA,ALGA GIGARTINA,"81,800.00","20,450.00","122,700.00",2007
BAJA CALIFORNIA,SAN QUINTIN,Noviembre,CAPTURA,ALGA SE,"14,010.00","14,010.00","98,070.00",2012
BAJA CALIFORNIA,SAN QUINTIN,Noviembre,CAPTURA,ALGA GIGARTINA,"50,500.00","12,625.00","75,750.00",2012
BAJA CALIFORNIA,SAN QUINTIN,Noviembre,CAPTURA,ALGA GELIDIUM,"3,800.00","22,800.00","30,411.78",2008
BAJA CALIFORNIA,SAN QUINTIN,Noviembre,CAPTURA,ALGA GIGARTINA,"19,000.00","19,000.00","114,000.00",2010
BAJA CALIFORNIA,SAN QUINTIN,Noviembre,CAPTURA,ALGA GELIDIUM,"3,800.00","3,800.00","11,742.00",2008
BAJA CALIFORNIA,SAN QUINTIN,Noviembre,CAPTURA,ALGA GELIDIUM,"3,326.00","3,326.00","23,282.00",2011
BAJA CALIFORNIA,SAN QUINTIN,Noviembre,CAPTURA,ALGA GELIDIUM,"4,702.15","4,702.15","32,915.07",2013
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Noviembre,CAPTURA,ALGA GELIDIUM,"12,700.00","12,700.00","88,900.00",2010
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Noviembre,CAPTURA,ALGA GELIDIUM,"72,966.00","12,161.00","83,996.69",2011
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Noviembre,CAPTURA,ALGA GELIDIUM,"62,400.00","10,400.00","72,800.00",2010
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Noviembre,CAPTURA,ALGA GELIDIUM,"25,683.84","7,528.84","41,205.22",2014
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Noviembre,CAPTURA,ALGA GELIDIUM,"15,888.00","2,648.00","21,184.00",2012
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Noviembre,CAPTURA,ALGA GELIDIUM,"1,680.00",280,"2,080.40",2006
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Noviembre,CAPTURA,ALGA GELIDIUM,"3,252.00",542,"4,086.68",2007
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Noviembre,CAPTURA,ALGA GELIDIUM,"67,860.00","11,310.00","90,480.00",2013
BAJA CALIFORNIA SUR,SANTA ROSALIA,Noviembre,CAPTURA,ALGA ESPIRULINA,"3,500.00","3,500.00","24,500.00",2011
BAJA CALIFORNIA SUR,SANTA ROSALIA,Noviembre,CAPTURA,ALGA GELIDIUM,"7,500.00","7,500.00","51,450.00",2008
BAJA CALIFORNIA SUR,SANTA ROSALIA,Noviembre,CAPTURA,ALGA GELIDIUM,"1,704.00","10,224.00","12,975.28",2008
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Noviembre,CAPTURA,ALGA GELIDIUM,"65,124.00","10,854.00","111,010.00",2011
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Noviembre,CAPTURA,ALGA GELIDIUM,"173,766.00","28,961.00","217,207.50",2007
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Noviembre,CAPTURA,ALGA GELIDIUM,"216,948.00","36,158.00","289,264.00",2006
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Noviembre,CAPTURA,ALGA GELIDIUM,"10,100.00","60,600.00","79,184.00",2008
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Noviembre,CAPTURA,ALGA GELIDIUM,"204,222.00","34,037.00","375,235.00",2010
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Noviembre,CAPTURA,ALGA GELIDIUM,"100,458.00","16,743.00","131,627.50",2013
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Noviembre,CAPTURA,ALGA GELIDIUM,"67,800.00","11,300.00","84,900.00",2012
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Noviembre,CAPTURA,ALGA GELIDIUM,"1,700.00","1,700.00","11,900.00",2010
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Noviembre,CAPTURA,ALGA GELIDIUM,"109,102.98","26,402.98","181,422.41",2014
BAJA CALIFORNIA,EL ROSARIO,Diciembre,CAPTURA,ALGA GELIDIUM,"25,200.00","4,200.00","31,206.00",2006
BAJA CALIFORNIA,EL ROSARIO,Diciembre,CAPTURA,ALGA SE,"2,923.00","2,923.00","2,420.45",2006
BAJA CALIFORNIA,EL ROSARIO,Diciembre,CAPTURA,ALGA GELIDIUM,"33,000.00","5,500.00","41,470.00",2007
BAJA CALIFORNIA,EL ROSARIO,Diciembre,CAPTURA,ALGA GIGARTINA,"17,000.00","17,000.00","102,000.00",2011
BAJA CALIFORNIA,EL ROSARIO,Diciembre,CAPTURA,ALGA SE,"40,164.22","40,164.22","40,164.22",2013
BAJA CALIFORNIA,ENSENADA,Diciembre,CAPTURA,ALGA GELIDIUM,"16,505.96","3,565.96","23,797.92",2014
BAJA CALIFORNIA,ENSENADA,Diciembre,CAPTURA,ALGA GELIDIUM,"36,468.00","6,078.00","42,546.00",2012
BAJA CALIFORNIA,ENSENADA,Diciembre,CAPTURA,ALGA GELIDIUM,"7,800.00","7,800.00","54,600.00",2010
BAJA CALIFORNIA,ENSENADA,Diciembre,CAPTURA,ALGA GIGARTINA,"1,275.58","1,275.58","7,411.10",2014
BAJA CALIFORNIA,ENSENADA,Diciembre,CAPTURA,ALGA GELIDIUM,"21,000.00","126,000.00","168,065.10",2008
BAJA CALIFORNIA,ENSENADA,Diciembre,CAPTURA,ALGA GELIDIUM,"11,238.15","11,238.15","78,667.02",2013
BAJA CALIFORNIA,ISLA CEDROS,Diciembre,CAPTURA,ALGA GELIDIUM,"11,161.29","2,411.29","19,294.60",2014
BAJA CALIFORNIA,ISLA CEDROS,Diciembre,CAPTURA,ALGA GELIDIUM,"31,500.00","5,250.00","36,750.00",2012
BAJA CALIFORNIA,ISLA CEDROS,Diciembre,CAPTURA,ALGA GELIDIUM,"288,000.00","48,000.00","336,000.00",2010
BAJA CALIFORNIA,ISLA CEDROS,Diciembre,CAPTURA,ALGA GELIDIUM,14.69,14.69,132.25,2013
BAJA CALIFORNIA,SAN QUINTIN,Diciembre,CAPTURA,ALGA GELIDIUM,700,700,"4,900.00",2011
BAJA CALIFORNIA,SAN QUINTIN,Diciembre,CAPTURA,ALGA GELIDIUM,"8,590.00","51,540.00","68,746.63",2008
BAJA CALIFORNIA,SAN QUINTIN,Diciembre,CAPTURA,ALGA GELIDIUM,"14,400.00","2,400.00","16,800.00",2010
BAJA CALIFORNIA,SAN QUINTIN,Diciembre,CAPTURA,ALGA GELIDIUM,"23,598.16","5,098.16","34,023.30",2014
BAJA CALIFORNIA,SAN QUINTIN,Diciembre,CAPTURA,ALGA GIGARTINA,"21,551.54","21,551.54","129,309.21",2013
BAJA CALIFORNIA,SAN QUINTIN,Diciembre,CAPTURA,ALGA GIGARTINA,"57,500.00","14,375.00","86,250.00",2012
BAJA CALIFORNIA,SAN QUINTIN,Diciembre,CAPTURA,ALGA GIGARTINA,"37,004.46","10,895.46","64,956.21",2014
BAJA CALIFORNIA,SAN QUINTIN,Diciembre,CAPTURA,ALGA GELIDIUM,"10,579.84","10,579.84","74,058.91",2013
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Diciembre,CAPTURA,ALGA GELIDIUM,"33,000.00","5,500.00","38,500.00",2012
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Diciembre,CAPTURA,ALGA GELIDIUM,"5,040.00","5,040.00","115,920.00",2010
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Diciembre,CAPTURA,ALGA GELIDIUM,"116,340.00","19,390.00","144,067.70",2006
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Diciembre,CAPTURA,ALGA GELIDIUM,"78,000.00","13,000.00","91,000.00",2010
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Diciembre,CAPTURA,ALGA GELIDIUM,"156,480.00","26,080.00","182,560.00",2013
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Diciembre,CAPTURA,ALGA GELIDIUM,"76,945.97","18,620.97","122,069.17",2014
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Diciembre,CAPTURA,ALGA GELIDIUM,"63,633.00","10,605.50","74,238.50",2011
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Diciembre,CAPTURA,ALGA GELIDIUM,"95,256.00","15,876.00","224,890.50",2013
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Diciembre,CAPTURA,ALGA GELIDIUM,"67,848.00","11,308.00","88,202.40",2007
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Diciembre,CAPTURA,ALGA GELIDIUM,"40,368.00","6,728.00","104,498.00",2012
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Diciembre,CAPTURA,ALGA GELIDIUM,"190,230.00","31,705.00","253,640.00",2006
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Diciembre,CAPTURA,ALGA GELIDIUM,"142,428.00","23,738.00","189,904.00",2010
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Diciembre,CAPTURA,ALGA GELIDIUM,"36,546.00","6,091.00","80,929.00",2011
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Diciembre,CAPTURA,ALGA GELIDIUM,"9,576.00","1,596.00","12,768.00",2009
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Diciembre,CAPTURA,ALGA GELIDIUM,"34,234.85","8,284.85","62,272.10",2014
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Diciembre,CAPTURA,ALGA GELIDIUM,"15,533.00","93,198.00","121,778.72",2008
CAMPECHE,SEYBAPLAYA,Diciembre,CAPTURA,ALGA EUCHEMA,700,700,"6,181.00",2014
BAJA CALIFORNIA SUR,LA PAZ,Julio,CAPTURA,ABULON AZUL,485.52,204,"46,405.92",2007
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Julio,CAPTURA,ABULON AMARILLO,"17,850.00","7,500.00","1,502,490.00",2013
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Julio,CAPTURA,ABULON AZUL,"9,862.72","4,144.00","1,316,760.00",2013
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Julio,CAPTURA,ABULON AMARILLO,"17,962.96","16,434.10","4,488,782.66",2014
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Julio,CAPTURA,ABULON AZUL,"5,571.58","2,341.00","725,710.00",2006
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Julio,CAPTURA,ABULON AMARILLO,"1,701.70",715,"221,650.00",2006
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Julio,CAPTURA,ABULON AZUL,"25,575.38","19,824.62","5,322,504.50",2014
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Julio,CAPTURA,ABULON AZUL,"8,565.62","3,599.00","879,212.00",2010
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Julio,CAPTURA,ABULON AMARILLO,414.12,174,"31,320.00",2012
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Julio,CAPTURA,ABULON AZUL,104,247.52,"27,077.09",2008
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Julio,CAPTURA,ABULON AZUL,"1,261.40",530,"180,200.00",2007
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Julio,CAPTURA,ABULON AMARILLO,499.8,210,"44,994.60",2007
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Julio,CAPTURA,ABULON AMARILLO,"10,705.24","4,498.00","1,116,994.00",2010
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Julio,CAPTURA,ABULON AZUL,"11,243.12","4,724.00","1,038,860.00",2009
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Julio,CAPTURA,ABULON AMARILLO,"6,790.14","2,853.00","703,290.00",2009
BAJA CALIFORNIA SUR,SAN CARLOS,Julio,CAPTURA,ABULON AZUL,"1,047.20",440,"66,000.00",2006
BAJA CALIFORNIA SUR,SAN CARLOS,Julio,CAPTURA,ABULON AZUL,285,285,"57,000.00",2010
BAJA CALIFORNIA SUR,SAN CARLOS,Julio,CAPTURA,ABULON AZUL,342.72,144,"42,336.00",2010
