"","State/Province","Scientific name","County","Inicio","Fin","Titulo","Key","State"
"761","Colima","Trachycardium (Mexicardia) panamense","Manzanillo",NA,NA,"Especimen preservado de Trachycardium (Mexicardia) panamense en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"762","Guerrero","Trachycardium (Mexicardia) panamense","Acapulco",NA,NA,"Especimen preservado de Trachycardium (Mexicardia) panamense en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"763","Sinaloa","Trachycardium (Mexicardia) panamense","Mazatlán","1957","1957","Especimen preservado de Trachycardium (Mexicardia) panamense en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"764","Sonora","Trachycardium (Mexicardia) panamense","Guaymas",NA,NA,"Especimen preservado de Trachycardium (Mexicardia) panamense en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"765","","Trachycardium (Mexicardia) procerum","Golfo De California",NA,NA,"Especimen preservado de Trachycardium (Mexicardia) procerum en ","Moluscos; Malacologia; Presencia; Golfo De California","Golfo De California"
"766","Colima","Trachycardium (Mexicardia) procerum","Manzanillo",NA,NA,"Especimen preservado de Trachycardium (Mexicardia) procerum en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"767","Guerrero","Trachycardium (Mexicardia) procerum","Acapulco","1905","1934","Especimen preservado de Trachycardium (Mexicardia) procerum en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"768","Oaxaca","Trachycardium (Mexicardia) procerum","Salina Cruz","1961","1961","Especimen preservado de Trachycardium (Mexicardia) procerum en Oaxaca","Moluscos; Malacologia; Presencia; Salina Cruz","Salina Cruz"
"769","Sinaloa","Trachycardium (Mexicardia) procerum","Mazatlán",NA,NA,"Especimen preservado de Trachycardium (Mexicardia) procerum en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"770","Sonora","Trachycardium (Mexicardia) procerum","Guaymas",NA,NA,"Especimen preservado de Trachycardium (Mexicardia) procerum en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"771","Baja California Sur","Trachycardium (Phlogocardia) belcheri","Isla Partida","1905","1960","Especimen preservado de Trachycardium (Phlogocardia) belcheri en Baja California Sur","Moluscos; Malacologia; Presencia; Isla Partida","Isla Partida"
"772","Sonora","Trachycardium (Phlogocardia) belcheri","Guaymas","1960","1960","Especimen preservado de Trachycardium (Phlogocardia) belcheri en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"773","Colima","Trachycardium (Trachycardium) consors","Manzanillo",NA,NA,"Especimen preservado de Trachycardium (Trachycardium) consors en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"774","Sinaloa","Trachycardium (Trachycardium) consors","Mazatlán",NA,NA,"Especimen preservado de Trachycardium (Trachycardium) consors en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"775","Campeche","Trachycardium (Trachycardium) egmontianum","Isla Aguada","1905","1905","Especimen preservado de Trachycardium (Trachycardium) egmontianum en Campeche","Moluscos; Malacologia; Presencia; Isla Aguada","Isla Aguada"
"776","Campeche","Trachycardium (Trachycardium) egmontianum","Isla Del Carmen",NA,NA,"Especimen preservado de Trachycardium (Trachycardium) egmontianum en Campeche","Moluscos; Malacologia; Presencia; Isla Del Carmen","Isla Del Carmen"
"777","Yucatán","Trachycardium (Trachycardium) egmontianum","Progreso","1905","1905","Especimen preservado de Trachycardium (Trachycardium) egmontianum en Yucatán","Moluscos; Malacologia; Presencia; Progreso","Progreso"
"778","Yucatán","Trachycardium (Trachycardium) egmontianum","Telchac",NA,NA,"Especimen preservado de Trachycardium (Trachycardium) egmontianum en Yucatán","Moluscos; Malacologia; Presencia; Telchac","Telchac"
"779","","Transennella puella","Golfo De California",NA,NA,"Especimen preservado de Transennella puella en ","Moluscos; Malacologia; Presencia; Golfo De California","Golfo De California"
"780","Baja California Sur","Trigoniocardia (Apiocardia) obovalis","Bahía Magdalena",NA,NA,"Especimen preservado de Trigoniocardia (Apiocardia) obovalis en Baja California Sur","Moluscos; Malacologia; Presencia; Bahía Magdalena","Bahía Magdalena"
"781","Guerrero","Trigoniocardia (Apiocardia) obovalis","Acapulco",NA,NA,"Especimen preservado de Trigoniocardia (Apiocardia) obovalis en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"782","Sinaloa","Trigoniocardia (Apiocardia) obovalis","Mazatlán","1905","1905","Especimen preservado de Trigoniocardia (Apiocardia) obovalis en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"783","","Trigoniocardia (Trigoniocardia) granifera","Golfo De California",NA,NA,"Especimen preservado de Trigoniocardia (Trigoniocardia) granifera en ","Moluscos; Malacologia; Presencia; Golfo De California","Golfo De California"
"784","Guerrero","Tucetona (Tucetona) strigilata","Acapulco","1905","1905","Especimen preservado de Tucetona (Tucetona) strigilata en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"785","Sonora","Tucetona (Tucetona) strigilata","Guaymas",NA,NA,"Especimen preservado de Tucetona (Tucetona) strigilata en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"786","Sinaloa","Tumbeziconcha thracioides","Mazatlán","1957","1957","Especimen preservado de Tumbeziconcha thracioides en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"787","Baja California Sur","Undulostrea megodon","Bahía Magdalena","1972","1972","Especimen preservado de Undulostrea megodon en Baja California Sur","Moluscos; Malacologia; Presencia; Bahía Magdalena","Bahía Magdalena"
"788","Sonora","Varicorbula speciosa","Guaymas",NA,NA,"Especimen preservado de Varicorbula speciosa en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"789","","Vesicomya (Calyptogena) pacifica","","1905","1905","Especimen preservado de Vesicomya (Calyptogena) pacifica en ","Moluscos; Malacologia; Presencia; ",""
