"","State/Province","Scientific name","County","Inicio","Fin","Titulo","Key","State"
"142","Colima","Barbatia (Barbatia) lurida","Manzanillo",NA,NA,"Especimen preservado de Barbatia (Barbatia) lurida en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"143","Sinaloa","Barbatia (Barbatia) lurida","Mazatlán","1905","1905","Especimen preservado de Barbatia (Barbatia) lurida en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"144","","Barbatia (Cucullaearca) reeveana","","","","Especimen preservado de Barbatia (Cucullaearca) reeveana en ","Moluscos; Malacologia; Presencia; ",""
"145","Guerrero","Barbatia (Cucullaearca) reeveana","Acapulco",NA,NA,"Especimen preservado de Barbatia (Cucullaearca) reeveana en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"146","Sinaloa","Barbatia (Cucullaearca) reeveana","Mazatlán","1905","1905","Especimen preservado de Barbatia (Cucullaearca) reeveana en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"147","Veracruz de Ignacio de la Llave","Barynaias opacata","",NA,NA,"Especimen preservado de Barynaias opacata en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; ",""
"148","Veracruz de Ignacio de la Llave","Barynaias plexus","Catemaco",NA,NA,"Especimen preservado de Barynaias plexus en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Catemaco","Catemaco"
"149","Campeche","Brachidontes exustus","Isla Del Carmen","1905","1905","Especimen preservado de Brachidontes exustus en Campeche","Moluscos; Malacologia; Presencia; Isla Del Carmen","Isla Del Carmen"
"150","Oaxaca","Brachidontes exustus","Salina Cruz","1905","1905","Especimen preservado de Brachidontes exustus en Oaxaca","Moluscos; Malacologia; Presencia; Salina Cruz","Salina Cruz"
"151","Campeche","Brachidontes modiolus","Isla Del Carmen",NA,NA,"Especimen preservado de Brachidontes modiolus en Campeche","Moluscos; Malacologia; Presencia; Isla Del Carmen","Isla Del Carmen"
"152","Baja California","Carditamera affinis","Ensenada","1963","1963","Especimen preservado de Carditamera affinis en Baja California","Moluscos; Malacologia; Presencia; Ensenada","Ensenada"
"153","Baja California Sur","Carditamera affinis","Isla Espíritu Santo","1960","1960","Especimen preservado de Carditamera affinis en Baja California Sur","Moluscos; Malacologia; Presencia; Isla Espíritu Santo","Isla Espíritu Santo"
"154","Baja California Sur","Carditamera affinis","Isla Partida","1960","1960","Especimen preservado de Carditamera affinis en Baja California Sur","Moluscos; Malacologia; Presencia; Isla Partida","Isla Partida"
"155","Baja California Sur","Carditamera affinis","La Paz",NA,NA,"Especimen preservado de Carditamera affinis en Baja California Sur","Moluscos; Malacologia; Presencia; La Paz","La Paz"
"156","Guerrero","Carditamera affinis","Acapulco",NA,NA,"Especimen preservado de Carditamera affinis en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"157","Oaxaca","Carditamera affinis","Salina Cruz",NA,NA,"Especimen preservado de Carditamera affinis en Oaxaca","Moluscos; Malacologia; Presencia; Salina Cruz","Salina Cruz"
"158","Sinaloa","Carditamera affinis","Mazatlán","1905","1957","Especimen preservado de Carditamera affinis en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"159","Sonora","Carditamera affinis","Guaymas","1905","1905","Especimen preservado de Carditamera affinis en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"160","Sonora","Carditamera affinis","Puerto Lobos",NA,NA,"Especimen preservado de Carditamera affinis en Sonora","Moluscos; Malacologia; Presencia; Puerto Lobos","Puerto Lobos"
"161","Campeche","Carditamera floridana","Isla Del Carmen",NA,NA,"Especimen preservado de Carditamera floridana en Campeche","Moluscos; Malacologia; Presencia; Isla Del Carmen","Isla Del Carmen"
"162","Sonora","Carditamera floridana","Guaymas","1963","1963","Especimen preservado de Carditamera floridana en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"163","Tamaulipas","Carditamera floridana","Tampico","1905","1905","Especimen preservado de Carditamera floridana en Tamaulipas","Moluscos; Malacologia; Presencia; Tampico","Tampico"
"164","Yucatán","Carditamera floridana","Progreso",NA,NA,"Especimen preservado de Carditamera floridana en Yucatán","Moluscos; Malacologia; Presencia; Progreso","Progreso"
"165","Yucatán","Carditamera floridana","Telchac","1963","1963","Especimen preservado de Carditamera floridana en Yucatán","Moluscos; Malacologia; Presencia; Telchac","Telchac"
"166","Colima","Cardites crassicostata","Manzanillo","1905","1905","Especimen preservado de Cardites crassicostata en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"167","","Cardites grayi","","","","Especimen preservado de Cardites grayi en ","Moluscos; Malacologia; Presencia; ",""
"168","Colima","Cardites grayi","Manzanillo",NA,NA,"Especimen preservado de Cardites grayi en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"169","Guerrero","Cardites grayi","Acapulco","1939","1939","Especimen preservado de Cardites grayi en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"170","Jalisco","Cardites grayi","Puerto Vallarta","1951","1951","Especimen preservado de Cardites grayi en Jalisco","Moluscos; Malacologia; Presencia; Puerto Vallarta","Puerto Vallarta"
"171","Colima","Cardites laticostata","Manzanillo",NA,NA,"Especimen preservado de Cardites laticostata en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"172","Nayarit","Cardites laticostata","Archipiélago Tres Marías",NA,NA,"Especimen preservado de Cardites laticostata en Nayarit","Moluscos; Malacologia; Presencia; Archipiélago Tres Marías","Archipiélago Tres Marías"
"173","Sinaloa","Cardites laticostata","Mazatlán",NA,NA,"Especimen preservado de Cardites laticostata en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"174","Tamaulipas","Caribachlamys ornata","Tampico","1905","1905","Especimen preservado de Caribachlamys ornata en Tamaulipas","Moluscos; Malacologia; Presencia; Tampico","Tampico"
"175","Colima","Caryocurbula ovulata","Manzanillo",NA,NA,"Especimen preservado de Caryocurbula ovulata en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"176","Guerrero","Caryocurbula ovulata","Acapulco","1905","1905","Especimen preservado de Caryocurbula ovulata en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"177","Guerrero","Caryocurbula ovulata","Zihuatanejo","1905","1905","Especimen preservado de Caryocurbula ovulata en Guerrero","Moluscos; Malacologia; Presencia; Zihuatanejo","Zihuatanejo"
"178","Sinaloa","Caryocurbula ovulata","Mazatlán",NA,NA,"Especimen preservado de Caryocurbula ovulata en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"179","Sonora","Caryocurbula ovulata","Guaymas",NA,NA,"Especimen preservado de Caryocurbula ovulata en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"180","Veracruz de Ignacio de la Llave","Chama (Chama) congregata","Veracruz",NA,NA,"Especimen preservado de Chama (Chama) congregata en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"181","Colima","Chama (Chama) echinata","Manzanillo",NA,NA,"Especimen preservado de Chama (Chama) echinata en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"182","Guerrero","Chama (Chama) echinata","Acapulco",NA,NA,"Especimen preservado de Chama (Chama) echinata en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"183","Guerrero","Chama (Chama) echinata","Zihuatanejo",NA,NA,"Especimen preservado de Chama (Chama) echinata en Guerrero","Moluscos; Malacologia; Presencia; Zihuatanejo","Zihuatanejo"
"184","Sinaloa","Chama (Chama) echinata","Mazatlán",NA,NA,"Especimen preservado de Chama (Chama) echinata en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"185","Veracruz de Ignacio de la Llave","Chama (Chama) florida","Veracruz","1939","1939","Especimen preservado de Chama (Chama) florida en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"186","Baja California Sur","Chama (Chama) frondosa","Isla Espíritu Santo","1960","1960","Especimen preservado de Chama (Chama) frondosa en Baja California Sur","Moluscos; Malacologia; Presencia; Isla Espíritu Santo","Isla Espíritu Santo"
"187","Veracruz de Ignacio de la Llave","Chama (Chama) macerophylla","Veracruz","1905","1905","Especimen preservado de Chama (Chama) macerophylla en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"188","Guerrero","Chama (Chama) mexicana","Acapulco",NA,NA,"Especimen preservado de Chama (Chama) mexicana en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"189","Guerrero","Chama (Chama) squamuligera","Zihuatanejo","1905","1905","Especimen preservado de Chama (Chama) squamuligera en Guerrero","Moluscos; Malacologia; Presencia; Zihuatanejo","Zihuatanejo"
"190","","Chione (Chione) californiensis","","","","Especimen preservado de Chione (Chione) californiensis en ","Moluscos; Malacologia; Presencia; ",""
"191","Baja California","Chione (Chione) californiensis","Ensenada","1963","1963","Especimen preservado de Chione (Chione) californiensis en Baja California","Moluscos; Malacologia; Presencia; Ensenada","Ensenada"
"192","Baja California Sur","Chione (Chione) californiensis","Isla Espíritu Santo","1960","1960","Especimen preservado de Chione (Chione) californiensis en Baja California Sur","Moluscos; Malacologia; Presencia; Isla Espíritu Santo","Isla Espíritu Santo"
"193","Baja California Sur","Chione (Chione) californiensis","Isla Partida","1960","1960","Especimen preservado de Chione (Chione) californiensis en Baja California Sur","Moluscos; Malacologia; Presencia; Isla Partida","Isla Partida"
"194","Guerrero","Chione (Chione) californiensis","Acapulco",NA,NA,"Especimen preservado de Chione (Chione) californiensis en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"195","Sinaloa","Chione (Chione) californiensis","Isla De Soto","1957","1957","Especimen preservado de Chione (Chione) californiensis en Sinaloa","Moluscos; Malacologia; Presencia; Isla De Soto","Isla De Soto"
"196","Sonora","Chione (Chione) californiensis","Guaymas",NA,NA,"Especimen preservado de Chione (Chione) californiensis en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"197","Campeche","Chione (Chione) cancellata","Isla Del Carmen","1905","1905","Especimen preservado de Chione (Chione) cancellata en Campeche","Moluscos; Malacologia; Presencia; Isla Del Carmen","Isla Del Carmen"
"198","Veracruz de Ignacio de la Llave","Chione (Chione) cancellata","Tuxpan","1946","1946","Especimen preservado de Chione (Chione) cancellata en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Tuxpan","Tuxpan"
"199","Yucatán","Chione (Chione) cancellata","Telchac","1963","1963","Especimen preservado de Chione (Chione) cancellata en Yucatán","Moluscos; Malacologia; Presencia; Telchac","Telchac"
"200","Sinaloa","Chione (Chione) compta","Mazatlán",NA,NA,"Especimen preservado de Chione (Chione) compta en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"201","","Chione (Chione) fluctifraga","","","","Especimen preservado de Chione (Chione) fluctifraga en ","Moluscos; Malacologia; Presencia; ",""
"202","Baja California Sur","Chione (Chione) fluctifraga","Todos Santos",NA,NA,"Especimen preservado de Chione (Chione) fluctifraga en Baja California Sur","Moluscos; Malacologia; Presencia; Todos Santos","Todos Santos"
"203","Guerrero","Chione (Chione) guatulcoensis","Acapulco",NA,NA,"Especimen preservado de Chione (Chione) guatulcoensis en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"204","Yucatán","Chione (Chione) intapurpurea","Progreso","1965","1965","Especimen preservado de Chione (Chione) intapurpurea en Yucatán","Moluscos; Malacologia; Presencia; Progreso","Progreso"
"205","","Chione (Chione) subimbricata","","","","Especimen preservado de Chione (Chione) subimbricata en ","Moluscos; Malacologia; Presencia; ",""
"206","Guerrero","Chione (Chione) subimbricata","Acapulco","1905","1905","Especimen preservado de Chione (Chione) subimbricata en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"207","Guerrero","Chione (Chione) subimbricata","Zihuatanejo","1905","1905","Especimen preservado de Chione (Chione) subimbricata en Guerrero","Moluscos; Malacologia; Presencia; Zihuatanejo","Zihuatanejo"
"208","Jalisco","Chione (Chione) subimbricata","Playa La Rocosa","1951","1951","Especimen preservado de Chione (Chione) subimbricata en Jalisco","Moluscos; Malacologia; Presencia; Playa La Rocosa","Playa La Rocosa"
"209","Sinaloa","Chione (Chione) subimbricata","Mazatlán",NA,NA,"Especimen preservado de Chione (Chione) subimbricata en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"210","Colima","Chione (Chione) undatella","Manzanillo",NA,NA,"Especimen preservado de Chione (Chione) undatella en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"211","Guerrero","Chione (Chione) undatella","Acapulco",NA,NA,"Especimen preservado de Chione (Chione) undatella en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"212","Guerrero","Chione (Chione) undatella","Zihuatanejo","1905","1950","Especimen preservado de Chione (Chione) undatella en Guerrero","Moluscos; Malacologia; Presencia; Zihuatanejo","Zihuatanejo"
"213","Guerrero","Chione (Chionopsis) amathusia","Acapulco",NA,NA,"Especimen preservado de Chione (Chionopsis) amathusia en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"214","Sinaloa","Chione (Chionopsis) amathusia","Mazatlán",NA,NA,"Especimen preservado de Chione (Chionopsis) amathusia en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"215","Baja California","Chione (Chionopsis) gnidia","",NA,NA,"Especimen preservado de Chione (Chionopsis) gnidia en Baja California","Moluscos; Malacologia; Presencia; ",""
"216","Baja California Sur","Chione (Chionopsis) gnidia","Isla Partida","1960","1960","Especimen preservado de Chione (Chionopsis) gnidia en Baja California Sur","Moluscos; Malacologia; Presencia; Isla Partida","Isla Partida"
"217","Sinaloa","Chione (Chionopsis) gnidia","Mazatlán",NA,NA,"Especimen preservado de Chione (Chionopsis) gnidia en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"218","","Chione (Chionopsis) pulicaria","","","","Especimen preservado de Chione (Chionopsis) pulicaria en ","Moluscos; Malacologia; Presencia; ",""
"219","Guerrero","Chione (Chionopsis) pulicaria","Acapulco","1938","1938","Especimen preservado de Chione (Chionopsis) pulicaria en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"220","Guerrero","Chione (Chionopsis) pulicaria","Zihuatanejo","1905","1905","Especimen preservado de Chione (Chionopsis) pulicaria en Guerrero","Moluscos; Malacologia; Presencia; Zihuatanejo","Zihuatanejo"
"221","Sinaloa","Chione (Chionopsis) pulicaria","Mazatlán","1905","1905","Especimen preservado de Chione (Chionopsis) pulicaria en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"222","Colima","Chione (Chionopsis) purpurissata","Manzanillo",NA,NA,"Especimen preservado de Chione (Chionopsis) purpurissata en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"223","Guerrero","Chione (Chionopsis) purpurissata","Acapulco",NA,NA,"Especimen preservado de Chione (Chionopsis) purpurissata en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"224","Sinaloa","Chione (Chionopsis) purpurissata","Mazatlán","1905","1905","Especimen preservado de Chione (Chionopsis) purpurissata en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"225","","Chione (Iliochione) subrugosa","","","","Especimen preservado de Chione (Iliochione) subrugosa en ","Moluscos; Malacologia; Presencia; ",""
"226","Guerrero","Chione (Iliochione) subrugosa","Acapulco",NA,NA,"Especimen preservado de Chione (Iliochione) subrugosa en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"227","Oaxaca","Chione (Iliochione) subrugosa","Salina Cruz",NA,NA,"Especimen preservado de Chione (Iliochione) subrugosa en Oaxaca","Moluscos; Malacologia; Presencia; Salina Cruz","Salina Cruz"
"228","Sinaloa","Chione (Iliochione) subrugosa","Mazatlán","1905","1905","Especimen preservado de Chione (Iliochione) subrugosa en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"229","Sonora","Chione (Iliochione) subrugosa","Guaymas",NA,NA,"Especimen preservado de Chione (Iliochione) subrugosa en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"230","Veracruz de Ignacio de la Llave","Chione (Lirophora) latilirata","Tuxpan","1905","1905","Especimen preservado de Chione (Lirophora) latilirata en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Tuxpan","Tuxpan"
"231","","Chione (Lirophora) mariae","Golfo De California","1905","1905","Especimen preservado de Chione (Lirophora) mariae en ","Moluscos; Malacologia; Presencia; Golfo De California","Golfo De California"
"232","Baja California Sur","Chione (Lirophora) mariae","Isla Montserrat",NA,NA,"Especimen preservado de Chione (Lirophora) mariae en Baja California Sur","Moluscos; Malacologia; Presencia; Isla Montserrat","Isla Montserrat"
"233","Sonora","Chione (Lirophora) mariae","Guaymas",NA,NA,"Especimen preservado de Chione (Lirophora) mariae en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"234","","Chione (Lirophora) paphia","",NA,NA,"Especimen preservado de Chione (Lirophora) paphia en ","Moluscos; Malacologia; Presencia; ",""
"235","","Chlamys (Chlamys) lowei","",NA,NA,"Especimen preservado de Chlamys (Chlamys) lowei en ","Moluscos; Malacologia; Presencia; ",""
"236","Sonora","Chlamys (Chlamys) lowei","Guaymas","1960","1960","Especimen preservado de Chlamys (Chlamys) lowei en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"237","Guerrero","Choromytilus palliopunctatus","Zihuatanejo",NA,NA,"Especimen preservado de Choromytilus palliopunctatus en Guerrero","Moluscos; Malacologia; Presencia; Zihuatanejo","Zihuatanejo"
"238","Sinaloa","Choromytilus palliopunctatus","Mazatlán","1905","1905","Especimen preservado de Choromytilus palliopunctatus en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"239","Baja California Sur","Codakia distinguenda","Isla Espíritu Santo","1960","1960","Especimen preservado de Codakia distinguenda en Baja California Sur","Moluscos; Malacologia; Presencia; Isla Espíritu Santo","Isla Espíritu Santo"
"240","Baja California Sur","Codakia distinguenda","La Paz",NA,NA,"Especimen preservado de Codakia distinguenda en Baja California Sur","Moluscos; Malacologia; Presencia; La Paz","La Paz"
"241","Baja California Sur","Codakia distinguenda","Mulegé",NA,NA,"Especimen preservado de Codakia distinguenda en Baja California Sur","Moluscos; Malacologia; Presencia; Mulegé","Mulegé"
"242","Guerrero","Codakia distinguenda","Acapulco",NA,NA,"Especimen preservado de Codakia distinguenda en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"243","Sonora","Codakia distinguenda","Guaymas",NA,NA,"Especimen preservado de Codakia distinguenda en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"244","Veracruz de Ignacio de la Llave","Codakia orbicularis","Isla De Enmedio","1959","1959","Especimen preservado de Codakia orbicularis en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Isla De Enmedio","Isla De Enmedio"
"245","Veracruz de Ignacio de la Llave","Codakia orbicularis","Veracruz",NA,NA,"Especimen preservado de Codakia orbicularis en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"246","Tamaulipas","Codakia orbiculata","Tampico","1905","1905","Especimen preservado de Codakia orbiculata en Tamaulipas","Moluscos; Malacologia; Presencia; Tampico","Tampico"
"247","Veracruz de Ignacio de la Llave","Codakia orbiculata","Isla Verde","1957","1957","Especimen preservado de Codakia orbiculata en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Isla Verde","Isla Verde"
"248","Baja California","Crassadoma gigantea","",NA,NA,"Especimen preservado de Crassadoma gigantea en Baja California","Moluscos; Malacologia; Presencia; ",""
"249","Sonora","Crassinella pacifica","Guaymas",NA,NA,"Especimen preservado de Crassinella pacifica en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"250","Guerrero","Crassostrea columbiensis","Acapulco",NA,NA,"Especimen preservado de Crassostrea columbiensis en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"251","Sinaloa","Crassostrea columbiensis","Mazatlán","1905","1905","Especimen preservado de Crassostrea columbiensis en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"252","Sinaloa","Crassostrea corteziensis","Mazatlán",NA,NA,"Especimen preservado de Crassostrea corteziensis en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"253","Sonora","Crassostrea corteziensis","Guaymas",NA,NA,"Especimen preservado de Crassostrea corteziensis en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"254","","Crassostrea gigas","Golfo De California",NA,NA,"Especimen preservado de Crassostrea gigas en ","Moluscos; Malacologia; Presencia; Golfo De California","Golfo De California"
"255","Baja California Sur","Crassostrea gigas","Bahía Magdalena","1972","1972","Especimen preservado de Crassostrea gigas en Baja California Sur","Moluscos; Malacologia; Presencia; Bahía Magdalena","Bahía Magdalena"
"256","Baja California Sur","Crassostrea palmula","La Paz","1944","1944","Especimen preservado de Crassostrea palmula en Baja California Sur","Moluscos; Malacologia; Presencia; La Paz","La Paz"
"257","Colima","Crassostrea palmula","Archipielago Revillagigedo",NA,NA,"Especimen preservado de Crassostrea palmula en Colima","Moluscos; Malacologia; Presencia; Archipielago Revillagigedo","Archipielago Revillagigedo"
"258","Guerrero","Crassostrea prismatica","Acapulco",NA,NA,"Especimen preservado de Crassostrea prismatica en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"259","Guerrero","Crassostrea prismatica","Zihuatanejo",NA,NA,"Especimen preservado de Crassostrea prismatica en Guerrero","Moluscos; Malacologia; Presencia; Zihuatanejo","Zihuatanejo"
"260","Veracruz de Ignacio de la Llave","Crassostrea virginica","Alvarado",NA,NA,"Especimen preservado de Crassostrea virginica en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Alvarado","Alvarado"
"261","Veracruz de Ignacio de la Llave","Crassostrea virginica","Boca del Río",NA,NA,"Especimen preservado de Crassostrea virginica en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Boca del Río","Boca del Río"
"262","Veracruz de Ignacio de la Llave","Crassostrea virginica","Flor De La Mancha",NA,NA,"Especimen preservado de Crassostrea virginica en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Flor De La Mancha","Flor De La Mancha"
"263","Veracruz de Ignacio de la Llave","Crassostrea virginica","Tamiahua","1939","1939","Especimen preservado de Crassostrea virginica en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Tamiahua","Tamiahua"
"264","Veracruz de Ignacio de la Llave","Crassostrea virginica","Tuxpan",NA,NA,"Especimen preservado de Crassostrea virginica en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Tuxpan","Tuxpan"
"265","Veracruz de Ignacio de la Llave","Crassostrea virginica","Veracruz","1905","1905","Especimen preservado de Crassostrea virginica en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"266","Guerrero","Ctena galapagana","Zihuatanejo",NA,NA,"Especimen preservado de Ctena galapagana en Guerrero","Moluscos; Malacologia; Presencia; Zihuatanejo","Zihuatanejo"
"267","","Ctena mexicana","",NA,NA,"Especimen preservado de Ctena mexicana en ","Moluscos; Malacologia; Presencia; ",""
"268","Guerrero","Ctena mexicana","Acapulco","1905","1905","Especimen preservado de Ctena mexicana en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"269","Florida","Ctenoides scabra scabra","",NA,NA,"Especimen preservado de Ctenoides scabra scabra en Florida","Moluscos; Malacologia; Presencia; ",""
"270","Tamaulipas","Ctenoides scabra scabra","Tampico","1905","1905","Especimen preservado de Ctenoides scabra scabra en Tamaulipas","Moluscos; Malacologia; Presencia; Tampico","Tampico"
"271","Veracruz de Ignacio de la Llave","Ctenoides scabra scabra","Veracruz","1957","1957","Especimen preservado de Ctenoides scabra scabra en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"272","Veracruz de Ignacio de la Llave","Ctenoides scabra tenera","Veracruz","1905","1905","Especimen preservado de Ctenoides scabra tenera en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"273","Baja California Sur","Cumingia pacifica","La Paz",NA,NA,"Especimen preservado de Cumingia pacifica en Baja California Sur","Moluscos; Malacologia; Presencia; La Paz","La Paz"
"274","Campeche","Cumingia tellinoides","Isla Del Carmen","1905","1905","Especimen preservado de Cumingia tellinoides en Campeche","Moluscos; Malacologia; Presencia; Isla Del Carmen","Isla Del Carmen"
"275","","Cyathodonta pedroana","",NA,NA,"Especimen preservado de Cyathodonta pedroana en ","Moluscos; Malacologia; Presencia; ",""
"276","Sinaloa","Cyathodonta pedroana","Mazatlán","1905","1905","Especimen preservado de Cyathodonta pedroana en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"277","Veracruz de Ignacio de la Llave","Cyclinella tenuis","","1905","1905","Especimen preservado de Cyclinella tenuis en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; ",""
"278","Nuevo León","Cyrtonaias tampicoensis","Rio Salado",NA,NA,"Especimen preservado de Cyrtonaias tampicoensis en Nuevo León","Moluscos; Malacologia; Presencia; Rio Salado","Rio Salado"
"279","Nuevo León","Cyrtonaias tampicoensis","Rio San Juan","1962","1962","Especimen preservado de Cyrtonaias tampicoensis en Nuevo León","Moluscos; Malacologia; Presencia; Rio San Juan","Rio San Juan"
"280","Veracruz de Ignacio de la Llave","Cyrtonaias tampicoensis","Cosamaloapan",NA,NA,"Especimen preservado de Cyrtonaias tampicoensis en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Cosamaloapan","Cosamaloapan"
"281","Veracruz de Ignacio de la Llave","Cyrtonaias tampicoensis","Hueyapan","1949","1949","Especimen preservado de Cyrtonaias tampicoensis en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Hueyapan","Hueyapan"
"282","Veracruz de Ignacio de la Llave","Cyrtonaias tampicoensis","Rio Papaloapan",NA,NA,"Especimen preservado de Cyrtonaias tampicoensis en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Rio Papaloapan","Rio Papaloapan"
"283","Veracruz de Ignacio de la Llave","Cyrtonaias tampicoensis","Rio Tonto",NA,NA,"Especimen preservado de Cyrtonaias tampicoensis en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Rio Tonto","Rio Tonto"
"284","Veracruz de Ignacio de la Llave","Cyrtonaias umbrosa","San Cristobal","1905","1905","Especimen preservado de Cyrtonaias umbrosa en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; San Cristobal","San Cristobal"
"285","Campeche","Cyrtopleura (Scobinopholas) costata","Isla Del Carmen",NA,NA,"Especimen preservado de Cyrtopleura (Scobinopholas) costata en Campeche","Moluscos; Malacologia; Presencia; Isla Del Carmen","Isla Del Carmen"
"286","Veracruz de Ignacio de la Llave","Cyrtopleura (Scobinopholas) costata","Alvarado","1905","1905","Especimen preservado de Cyrtopleura (Scobinopholas) costata en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Alvarado","Alvarado"
"287","Tabasco","Delphinonaias paludosa","Laguna Del Horizonte","1980","1980","Especimen preservado de Delphinonaias paludosa en Tabasco","Moluscos; Malacologia; Presencia; Laguna Del Horizonte","Laguna Del Horizonte"
