"","State/Province","Scientific name","County","Inicio","Fin","Titulo","Key"
"655","Guerrero","Paranthias colonus","Zihuatanejo","2007","2007","Especimen preservado de Paranthias colonus en Guerrero","Peces; Ictiologia; Presencia; Zihuatanejo"
"656","Guerrero","Parapsettus panamensis","Punta Diamante","1985","1985","Especimen preservado de Parapsettus panamensis en Guerrero","Peces; Ictiologia; Presencia; Punta Diamante"
"657","Guerrero","Parapsettus panamensis","Punta Maldonado","1998","1998","Especimen preservado de Parapsettus panamensis en Guerrero","Peces; Ictiologia; Presencia; Punta Maldonado"
"658","Guerrero","Pliosteostoma lutipinnis","Lomas De Chapultepec","1982","1982","Especimen preservado de Pliosteostoma lutipinnis en Guerrero","Peces; Ictiologia; Presencia; Lomas De Chapultepec"
"659","Guerrero","Pliosteostoma lutipinnis","Playas El Dorado","1983","1983","Especimen preservado de Pliosteostoma lutipinnis en Guerrero","Peces; Ictiologia; Presencia; Playas El Dorado"
"660","Guerrero","Poeciliopsis balsas","Sistema Lagunar De Guerrero","1975","1975","Especimen preservado de Poeciliopsis balsas en Guerrero","Peces; Ictiologia; Presencia; Sistema Lagunar De Guerrero"
"661","Guerrero","Polydactylus approximans","Laguna El Plan","1985","1985","Especimen preservado de Polydactylus approximans en Guerrero","Peces; Ictiologia; Presencia; Laguna El Plan"
"662","Guerrero","Pomadasys panamensis","Barra Vieja","1996","1996","Especimen preservado de Pomadasys panamensis en Guerrero","Peces; Ictiologia; Presencia; Barra Vieja"
"663","Guerrero","Pontinus furcirhinus","Punta Los Órganos","1985","1985","Especimen preservado de Pontinus furcirhinus en Guerrero","Peces; Ictiologia; Presencia; Punta Los Órganos"
"664","Guerrero","Pontinus sierra","Punta Maldonado","1985","1985","Especimen preservado de Pontinus sierra en Guerrero","Peces; Ictiologia; Presencia; Punta Maldonado"
"665","Guerrero","Pontinus sierra","Suroeste De Chutla","1985","1985","Especimen preservado de Pontinus sierra en Guerrero","Peces; Ictiologia; Presencia; Suroeste De Chutla"
"666","Guerrero","Porichthys ephippiatus","La Ticla","1985","1985","Especimen preservado de Porichthys ephippiatus en Guerrero","Peces; Ictiologia; Presencia; La Ticla"
"667","Guerrero","Prionotus albirostris","Bahía Papanoa","1983","1983","Especimen preservado de Prionotus albirostris en Guerrero","Peces; Ictiologia; Presencia; Bahía Papanoa"
"668","Guerrero","Prionotus albirostris","Barra Chautengo","1983","1983","Especimen preservado de Prionotus albirostris en Guerrero","Peces; Ictiologia; Presencia; Barra Chautengo"
"669","Guerrero","Prionotus albirostris","Barra Valentín","1982","1982","Especimen preservado de Prionotus albirostris en Guerrero","Peces; Ictiologia; Presencia; Barra Valentín"
"670","Guerrero","Prionotus albirostris","Chacalapa","1983","1983","Especimen preservado de Prionotus albirostris en Guerrero","Peces; Ictiologia; Presencia; Chacalapa"
"671","Guerrero","Prionotus birostratus","Playa El Calvario","1983","1983","Especimen preservado de Prionotus birostratus en Guerrero","Peces; Ictiologia; Presencia; Playa El Calvario"
"672","Guerrero","Prionotus birostratus","Punta Casa De Piedra","1982","1982","Especimen preservado de Prionotus birostratus en Guerrero","Peces; Ictiologia; Presencia; Punta Casa De Piedra"
"673","Guerrero","Prionotus ruscarius","Punta El Potosí","1985","1985","Especimen preservado de Prionotus ruscarius en Guerrero","Peces; Ictiologia; Presencia; Punta El Potosí"
"674","Guerrero","Prionurus punctatus","Acapulco","1964","1964","Especimen preservado de Prionurus punctatus en Guerrero","Peces; Ictiologia; Presencia; Acapulco"
"675","Guerrero","Pristigenys serrula","Atoyac","1983","1983","Especimen preservado de Pristigenys serrula en Guerrero","Peces; Ictiologia; Presencia; Atoyac"
"676","Guerrero","Pristigenys serrula","Barra Vieja","1962","1962","Especimen preservado de Pristigenys serrula en Guerrero","Peces; Ictiologia; Presencia; Barra Vieja"
"677","Guerrero","Pristigenys serrula","Frente A La Desembocadura Del Río Atoyac","1983","1983","Especimen preservado de Pristigenys serrula en Guerrero","Peces; Ictiologia; Presencia; Frente A La Desembocadura Del Río Atoyac"
"678","Guerrero","Pristis pristis","Laguna De Chautengo","1974","1974","Especimen preservado de Pristis pristis en Guerrero","Peces; Ictiologia; Presencia; Laguna De Chautengo"
"679","Guerrero","Pseudomyrophis micropinna","Estero El Tular","1998","1998","Especimen preservado de Pseudomyrophis micropinna en Guerrero","Peces; Ictiologia; Presencia; Estero El Tular"
"680","Guerrero","Pseudomyrophis micropinna","Lomas De Chapultepec","1998","1998","Especimen preservado de Pseudomyrophis micropinna en Guerrero","Peces; Ictiologia; Presencia; Lomas De Chapultepec"
"681","Guerrero","Pseudophallus starksii","Río Coyuca, La Quebrada","1991","1991","Especimen preservado de Pseudophallus starksii en Guerrero","Peces; Ictiologia; Presencia; Río Coyuca, La Quebrada"
"682","Guerrero","Raja equatorialis","Oeste Punta El Potosí","1982","1998","Especimen preservado de Raja equatorialis en Guerrero","Peces; Ictiologia; Presencia; Oeste Punta El Potosí"
"683","Guerrero","Raja equatorialis","Sureste Lomas De Chapultepec","1998","1998","Especimen preservado de Raja equatorialis en Guerrero","Peces; Ictiologia; Presencia; Sureste Lomas De Chapultepec"
"684","Guerrero","Raja equatorialis","Suroeste Lomas De Chapultepec","1998","1998","Especimen preservado de Raja equatorialis en Guerrero","Peces; Ictiologia; Presencia; Suroeste Lomas De Chapultepec"
"685","Guerrero","Regalecus glesne","Zihuatanejo","1996","1996","Especimen preservado de Regalecus glesne en Guerrero","Peces; Ictiologia; Presencia; Zihuatanejo"
"686","Guerrero","Remora remora","Barra Vieja","1989","1989","Especimen preservado de Remora remora en Guerrero","Peces; Ictiologia; Presencia; Barra Vieja"
"687","Guerrero","Remora remora","Laguna El Plan","1985","1985","Especimen preservado de Remora remora en Guerrero","Peces; Ictiologia; Presencia; Laguna El Plan"
"688","Guerrero","Rhizoprionodon longurio","Barra Potosí","1982","1982","Especimen preservado de Rhizoprionodon longurio en Guerrero","Peces; Ictiologia; Presencia; Barra Potosí"
"689","Guerrero","Rhizoprionodon longurio","Papanoa","1989","1989","Especimen preservado de Rhizoprionodon longurio en Guerrero","Peces; Ictiologia; Presencia; Papanoa"
"690","Guerrero","Rhizoprionodon longurio","Suroeste Laguna Tecomate","1984","1984","Especimen preservado de Rhizoprionodon longurio en Guerrero","Peces; Ictiologia; Presencia; Suroeste Laguna Tecomate"
"691","Guerrero","Rhynchoconger nitens","Punta Maldonado","1987","1987","Especimen preservado de Rhynchoconger nitens en Guerrero","Peces; Ictiologia; Presencia; Punta Maldonado"
"692","Guerrero","Rypticus nigripinnis","Playa Paraíso","1982","1982","Especimen preservado de Rypticus nigripinnis en Guerrero","Peces; Ictiologia; Presencia; Playa Paraíso"
"693","Guerrero","Sarda orientalis","Bahía De Petacalco","2000","2000","Especimen preservado de Sarda orientalis en Guerrero","Peces; Ictiologia; Presencia; Bahía De Petacalco"
"694","Guerrero","Sciades platypogon","Frente A La Laguna El Potosí","1985","1985","Especimen preservado de Sciades platypogon en Guerrero","Peces; Ictiologia; Presencia; Frente A La Laguna El Potosí"
"695","Guerrero","Sciades seemanni","Punta Los Órganos","1983","1983","Especimen preservado de Sciades seemanni en Guerrero","Peces; Ictiologia; Presencia; Punta Los Órganos"
"696","Guerrero","Scorpaena sonorae","Oeste De Punto Casa De Piedra","1982","1982","Especimen preservado de Scorpaena sonorae en Guerrero","Peces; Ictiologia; Presencia; Oeste De Punto Casa De Piedra"
"697","Guerrero","Scorpaenodes xyris","Punta Maldonado","1982","1982","Especimen preservado de Scorpaenodes xyris en Guerrero","Peces; Ictiologia; Presencia; Punta Maldonado"
"698","Guerrero","Selar crumenophthalmus","Punta Descenso","1983","1983","Especimen preservado de Selar crumenophthalmus en Guerrero","Peces; Ictiologia; Presencia; Punta Descenso"
"699","Guerrero","Selar crumenophthalmus","Punta Los Órganos","1985","1985","Especimen preservado de Selar crumenophthalmus en Guerrero","Peces; Ictiologia; Presencia; Punta Los Órganos"
"700","Guerrero","Selar crumenophthalmus","Zihuatanejo","1982","1982","Especimen preservado de Selar crumenophthalmus en Guerrero","Peces; Ictiologia; Presencia; Zihuatanejo"
"701","Guerrero","Seriola lalandi","Playa Paraíso","1982","1982","Especimen preservado de Seriola lalandi en Guerrero","Peces; Ictiologia; Presencia; Playa Paraíso"
"702","Guerrero","Seriola peruana","Puerto Escondido","1982","1982","Especimen preservado de Seriola peruana en Guerrero","Peces; Ictiologia; Presencia; Puerto Escondido"
"703","Guerrero","Serranus huascarii","Punta Maldonado","1989","1989","Especimen preservado de Serranus huascarii en Guerrero","Peces; Ictiologia; Presencia; Punta Maldonado"
"704","Guerrero","Serranus psittacinus","Zihuatanejo","1984","1984","Especimen preservado de Serranus psittacinus en Guerrero","Peces; Ictiologia; Presencia; Zihuatanejo"
"705","Guerrero","Sicydium multipunctatum","Poza De Río Tezoapa, Acahuizotla","1965","1965","Especimen preservado de Sicydium multipunctatum en Guerrero","Peces; Ictiologia; Presencia; Poza De Río Tezoapa, Acahuizotla"
"706","Guerrero","Sicydium multipunctatum","Río Coyuca, La Quebrada","1996","1996","Especimen preservado de Sicydium multipunctatum en Guerrero","Peces; Ictiologia; Presencia; Río Coyuca, La Quebrada"
"707","Guerrero","Sphoeroides annulatus","Entre Punta El Potosí Y Barra Valentín","1985","1985","Especimen preservado de Sphoeroides annulatus en Guerrero","Peces; Ictiologia; Presencia; Entre Punta El Potosí Y Barra Valentín"
"708","Guerrero","Sphoeroides lobatus","Punta Diamante","1989","1989","Especimen preservado de Sphoeroides lobatus en Guerrero","Peces; Ictiologia; Presencia; Punta Diamante"
"709","Guerrero","Sphoeroides parvus","Troncones","2000","2000","Especimen preservado de Sphoeroides parvus en Guerrero","Peces; Ictiologia; Presencia; Troncones"
"710","Guerrero","Sphoeroides sechurae","Desembocadura Del Río Balsas","1982","1982","Especimen preservado de Sphoeroides sechurae en Guerrero","Peces; Ictiologia; Presencia; Desembocadura Del Río Balsas"
"711","Guerrero","Sphyraena ensis","Bahía De Zihuatanejo","2008","2008","Especimen preservado de Sphyraena ensis en Guerrero","Peces; Ictiologia; Presencia; Bahía De Zihuatanejo"
"712","Guerrero","Stegastes acapulcoensis","Troncones","1983","1983","Especimen preservado de Stegastes acapulcoensis en Guerrero","Peces; Ictiologia; Presencia; Troncones"
"713","Guerrero","Stellifer illecebrosus","Bahía Petacalco","1982","1982","Especimen preservado de Stellifer illecebrosus en Guerrero","Peces; Ictiologia; Presencia; Bahía Petacalco"
"714","Guerrero","Stellifer wintersteenorum","Bahía Petacalco","2001","2001","Especimen preservado de Stellifer wintersteenorum en Guerrero","Peces; Ictiologia; Presencia; Bahía Petacalco"
"715","Guerrero","Sufflamen verres","Puerto Vicente Guerrero","2007","2007","Especimen preservado de Sufflamen verres en Guerrero","Peces; Ictiologia; Presencia; Puerto Vicente Guerrero"
"716","Guerrero","Syacium latifrons","Entre Punta El Potosí Y Barra Valentín","1985","1985","Especimen preservado de Syacium latifrons en Guerrero","Peces; Ictiologia; Presencia; Entre Punta El Potosí Y Barra Valentín"
"717","Guerrero","Symphurus chabanaudi","Tecoanapa","1985","1985","Especimen preservado de Symphurus chabanaudi en Guerrero","Peces; Ictiologia; Presencia; Tecoanapa"
"718","Guerrero","Symphurus elongatus","Frente Punta Maldonado","1982","1982","Especimen preservado de Symphurus elongatus en Guerrero","Peces; Ictiologia; Presencia; Frente Punta Maldonado"
"719","Guerrero","Symphurus elongatus","Petacalco","1985","1985","Especimen preservado de Symphurus elongatus en Guerrero","Peces; Ictiologia; Presencia; Petacalco"
"720","Guerrero","Symphurus leei","Frente A Laguna San Valentín","1982","1982","Especimen preservado de Symphurus leei en Guerrero","Peces; Ictiologia; Presencia; Frente A Laguna San Valentín"
"721","Guerrero","Synodus evermanni","Frente A Laguna Tres Palos","1989","1989","Especimen preservado de Synodus evermanni en Guerrero","Peces; Ictiologia; Presencia; Frente A Laguna Tres Palos"
"722","Guerrero","Synodus scituliceps","Lomas De Chapultepec","1998","1998","Especimen preservado de Synodus scituliceps en Guerrero","Peces; Ictiologia; Presencia; Lomas De Chapultepec"
"723","Guerrero","Thunnus albacares","Barra De Zorcua","2000","2000","Especimen preservado de Thunnus albacares en Guerrero","Peces; Ictiologia; Presencia; Barra De Zorcua"
"724","Guerrero","Trachinotus kennedyi","Bahía De Zihuatanejo","2007","2007","Especimen preservado de Trachinotus kennedyi en Guerrero","Peces; Ictiologia; Presencia; Bahía De Zihuatanejo"
"725","Guerrero","Trachinotus rhodopus","Río Viejo","1982","1982","Especimen preservado de Trachinotus rhodopus en Guerrero","Peces; Ictiologia; Presencia; Río Viejo"
"726","Guerrero","Trinectes fonsecensis","Sur De San Luis De La Loma","1985","1985","Especimen preservado de Trinectes fonsecensis en Guerrero","Peces; Ictiologia; Presencia; Sur De San Luis De La Loma"
"727","Guerrero","Trinectes fonsecensis","Sureste Playa El Dorado","1982","1982","Especimen preservado de Trinectes fonsecensis en Guerrero","Peces; Ictiologia; Presencia; Sureste Playa El Dorado"
"728","Guerrero","Tylosurus pacificus","Bahía De Zihuatanejo","2008","2008","Especimen preservado de Tylosurus pacificus en Guerrero","Peces; Ictiologia; Presencia; Bahía De Zihuatanejo"
"729","Guerrero","Umbrina xanti","Frente A Laguna De Nuxco","1985","1985","Especimen preservado de Umbrina xanti en Guerrero","Peces; Ictiologia; Presencia; Frente A Laguna De Nuxco"
"730","Guerrero","Urobatis halleri","Marquelia","1983","1983","Especimen preservado de Urobatis halleri en Guerrero","Peces; Ictiologia; Presencia; Marquelia"
"731","Guerrero","Urotrigon rogersi","Playa Atracadero","1998","1998","Especimen preservado de Urotrigon rogersi en Guerrero","Peces; Ictiologia; Presencia; Playa Atracadero"
"732","Guerrero","Urotrygon aspidura","Puerto Escondido","1998","1998","Especimen preservado de Urotrygon aspidura en Guerrero","Peces; Ictiologia; Presencia; Puerto Escondido"
"733","Guerrero","Urotrygon cimar","Bahía De Petacalco","2001","2001","Especimen preservado de Urotrygon cimar en Guerrero","Peces; Ictiologia; Presencia; Bahía De Petacalco"
"734","Guerrero","Urotrygon munda","Punta Diamante","1982","1982","Especimen preservado de Urotrygon munda en Guerrero","Peces; Ictiologia; Presencia; Punta Diamante"
"735","Guerrero","Xenichthys xanthi","Punta Maldonado","1985","1985","Especimen preservado de Xenichthys xanthi en Guerrero","Peces; Ictiologia; Presencia; Punta Maldonado"
"736","Guerrero","Zapteryx exasperata","Bahía Papanoa","1998","1998","Especimen preservado de Zapteryx exasperata en Guerrero","Peces; Ictiologia; Presencia; Bahía Papanoa"
"737","Guerrero","Zapteryx exasperata","Punta Descenso","1982","1982","Especimen preservado de Zapteryx exasperata en Guerrero","Peces; Ictiologia; Presencia; Punta Descenso"
"738","Guerrero","Zapteryx exasperata","Punta Diamante","1998","1998","Especimen preservado de Zapteryx exasperata en Guerrero","Peces; Ictiologia; Presencia; Punta Diamante"
"739","Jalisco","Acanthurus xanthopterus","Melaque","2008","2008","Especimen preservado de Acanthurus xanthopterus en Jalisco","Peces; Ictiologia; Presencia; Melaque"
"740","Jalisco","Acanthurus xanthopterus","Puerto Vallarta","2005","2005","Especimen preservado de Acanthurus xanthopterus en Jalisco","Peces; Ictiologia; Presencia; Puerto Vallarta"
"741","Jalisco","Algansea popoche","Lago De Chapala","1973","1973","Especimen preservado de Algansea popoche en Jalisco","Peces; Ictiologia; Presencia; Lago De Chapala"
"742","Jalisco","Algansea tincella","Presa San Julian","1963","1963","Especimen preservado de Algansea tincella en Jalisco","Peces; Ictiologia; Presencia; Presa San Julian"
"743","Jalisco","Bodianus diplotaenia","Melaque","2008","2008","Especimen preservado de Bodianus diplotaenia en Jalisco","Peces; Ictiologia; Presencia; Melaque"
"744","Jalisco","Bodianus diplotaenia","Puerto Vallarta","2002","2002","Especimen preservado de Bodianus diplotaenia en Jalisco","Peces; Ictiologia; Presencia; Puerto Vallarta"
"745","Jalisco","Caranx sexfaciatus","Melaque","2008","2008","Especimen preservado de Caranx sexfaciatus en Jalisco","Peces; Ictiologia; Presencia; Melaque"
"746","Jalisco","Chapalichthys encaustus","Lago De Chapala","1973","1973","Especimen preservado de Chapalichthys encaustus en Jalisco","Peces; Ictiologia; Presencia; Lago De Chapala"
"747","Jalisco","Epinephelus niphobles","Barra Navidad","1984","1984","Especimen preservado de Epinephelus niphobles en Jalisco","Peces; Ictiologia; Presencia; Barra Navidad"
"748","Jalisco","Goodea atripinnis","Lago De Atotonilco","1963","1963","Especimen preservado de Goodea atripinnis en Jalisco","Peces; Ictiologia; Presencia; Lago De Atotonilco"
"749","Jalisco","Ictalurus balsanus","Lago De Chapala","1963","1963","Especimen preservado de Ictalurus balsanus en Jalisco","Peces; Ictiologia; Presencia; Lago De Chapala"
"750","Jalisco","Ictalurus balsanus","Zacatepec","1972","1972","Especimen preservado de Ictalurus balsanus en Jalisco","Peces; Ictiologia; Presencia; Zacatepec"
"751","Jalisco","Ictalurus ochoterenai","Lago De Chapala","1972","1972","Especimen preservado de Ictalurus ochoterenai en Jalisco","Peces; Ictiologia; Presencia; Lago De Chapala"
"752","Jalisco","Kyphosus elegans","Melaque","2008","2008","Especimen preservado de Kyphosus elegans en Jalisco","Peces; Ictiologia; Presencia; Melaque"
"753","Jalisco","Lutjanus novemfasciatus","Melaque","2008","2008","Especimen preservado de Lutjanus novemfasciatus en Jalisco","Peces; Ictiologia; Presencia; Melaque"
"754","Jalisco","Prionurus punctatus","Melaque","2008","2008","Especimen preservado de Prionurus punctatus en Jalisco","Peces; Ictiologia; Presencia; Melaque"
"755","Jalisco","Scarus rubroviolaceus","Melaque","2008","2008","Especimen preservado de Scarus rubroviolaceus en Jalisco","Peces; Ictiologia; Presencia; Melaque"
"756","Jalisco","Sectator ocyurus","Melaque","2008","2008","Especimen preservado de Sectator ocyurus en Jalisco","Peces; Ictiologia; Presencia; Melaque"
"757","Jalisco","Yuriria chapalae","Lago De Chapala","1963","1963","Especimen preservado de Yuriria chapalae en Jalisco","Peces; Ictiologia; Presencia; Lago De Chapala"
"758","México","Menidia jordani","Lago De Texcoco","1930","1930","Especimen preservado de Menidia jordani en México","Peces; Ictiologia; Presencia; Lago De Texcoco"
"759","Michoacan","Epinephelus acanthistius","Al Oeste de Sn Telmo, Michoacan","1989","1989","Especimen preservado de Epinephelus acanthistius en Michoacan","Peces; Ictiologia; Presencia; Al Oeste de Sn Telmo, Michoacan"
"760","Michoacán","Agonostomus monticola","Río Nexpa","1992","1992","Especimen preservado de Agonostomus monticola en Michoacán","Peces; Ictiologia; Presencia; Río Nexpa"
"761","Michoacán","Anchoa nasus","Barra Nexpa","2002","2002","Especimen preservado de Anchoa nasus en Michoacán","Peces; Ictiologia; Presencia; Barra Nexpa"
"762","Michoacán","Anisotremus dovii","Bahía Bufadero","1983","1983","Especimen preservado de Anisotremus dovii en Michoacán","Peces; Ictiologia; Presencia; Bahía Bufadero"
"763","Michoacán","Anisotremus interruptus","Playa El Faro","1998","1998","Especimen preservado de Anisotremus interruptus en Michoacán","Peces; Ictiologia; Presencia; Playa El Faro"
"764","Michoacán","Antennatus strigatus","Caleta De Campos","1996","1996","Especimen preservado de Antennatus strigatus en Michoacán","Peces; Ictiologia; Presencia; Caleta De Campos"
"765","Michoacán","Apogon pacificus","Punta Coyacal, Lázaro Cárdenas","1982","1982","Especimen preservado de Apogon pacificus en Michoacán","Peces; Ictiologia; Presencia; Punta Coyacal, Lázaro Cárdenas"
"766","Michoacán","Arothron hispidus","Caleta De Campos","2001","2001","Especimen preservado de Arothron hispidus en Michoacán","Peces; Ictiologia; Presencia; Caleta De Campos"
"767","Michoacán","Auxis thazard","Barra de Nexpa","2002","2002","Especimen preservado de Auxis thazard en Michoacán","Peces; Ictiologia; Presencia; Barra de Nexpa"
"768","Michoacán","Bathygobius ramosus","Caleta De Campos","1987","1987","Especimen preservado de Bathygobius ramosus en Michoacán","Peces; Ictiologia; Presencia; Caleta De Campos"
"769","Michoacán","Batrachoides waltersi","Caleta De Campos","1996","1996","Especimen preservado de Batrachoides waltersi en Michoacán","Peces; Ictiologia; Presencia; Caleta De Campos"
"770","Michoacán","Bodianus diplotaenia","Caleta De Campos","2005","2005","Especimen preservado de Bodianus diplotaenia en Michoacán","Peces; Ictiologia; Presencia; Caleta De Campos"
"771","Michoacán","Bollmannia stigmatura","Caleta De Campos","1992","1992","Especimen preservado de Bollmannia stigmatura en Michoacán","Peces; Ictiologia; Presencia; Caleta De Campos"
"772","Michoacán","Caranx caballus","Punta Piedras Blancas","1983","1983","Especimen preservado de Caranx caballus en Michoacán","Peces; Ictiologia; Presencia; Punta Piedras Blancas"
"773","Michoacán","Caranx otrynter","Bahía Bufadero","1985","1985","Especimen preservado de Caranx otrynter en Michoacán","Peces; Ictiologia; Presencia; Bahía Bufadero"
"774","Michoacán","Caranx vinctus","Frente A Caleta De Campos","1985","1985","Especimen preservado de Caranx vinctus en Michoacán","Peces; Ictiologia; Presencia; Frente A Caleta De Campos"
"775","Michoacán","Caranx vinctus","Sur De La Desembocadura Del Río Ostula","1989","1989","Especimen preservado de Caranx vinctus en Michoacán","Peces; Ictiologia; Presencia; Sur De La Desembocadura Del Río Ostula"
"776","Michoacán","Chaenomugil proboscideus","Caleta De Campos","1995","1995","Especimen preservado de Chaenomugil proboscideus en Michoacán","Peces; Ictiologia; Presencia; Caleta De Campos"
"777","Michoacán","Cichlasoma istlanum","Huetamo","1970","1970","Especimen preservado de Cichlasoma istlanum en Michoacán","Peces; Ictiologia; Presencia; Huetamo"
"778","Michoacán","Conodon serrifer","Bahía Bufadero","1985","1985","Especimen preservado de Conodon serrifer en Michoacán","Peces; Ictiologia; Presencia; Bahía Bufadero"
"779","Michoacán","Cynoscion stolzmanni","Punta Piedras Blancas","1985","1985","Especimen preservado de Cynoscion stolzmanni en Michoacán","Peces; Ictiologia; Presencia; Punta Piedras Blancas"
"780","Michoacán","Diapterus aureolus","Noreste Punta Tejupon","1985","1985","Especimen preservado de Diapterus aureolus en Michoacán","Peces; Ictiologia; Presencia; Noreste Punta Tejupon"
"781","Michoacán","Diplectrum euryplectrum","Punta Playa La Corrida De San Juan","1985","1985","Especimen preservado de Diplectrum euryplectrum en Michoacán","Peces; Ictiologia; Presencia; Punta Playa La Corrida De San Juan"
"782","Michoacán","Echiophis","Punta Playa La Corrida De San Juan","1985","1985","Especimen preservado de Echiophis en Michoacán","Peces; Ictiologia; Presencia; Punta Playa La Corrida De San Juan"
"783","Michoacán","Epinephelus acanthistius","Punta Playa La Corrida De San Juan","1998","1998","Especimen preservado de Epinephelus acanthistius en Michoacán","Peces; Ictiologia; Presencia; Punta Playa La Corrida De San Juan"
"784","Michoacán","Epinephelus analogus","Melchor Ocampo","1985","1985","Especimen preservado de Epinephelus analogus en Michoacán","Peces; Ictiologia; Presencia; Melchor Ocampo"
"785","Michoacán","Epinephelus analogus","Punta Playa La Corrida De San Juan","1983","1983","Especimen preservado de Epinephelus analogus en Michoacán","Peces; Ictiologia; Presencia; Punta Playa La Corrida De San Juan"
"786","Michoacán","Haemulon flaviguttatum","Lázaro Cárdenas","2008","2008","Especimen preservado de Haemulon flaviguttatum en Michoacán","Peces; Ictiologia; Presencia; Lázaro Cárdenas"
"787","Michoacán","Haemulon maculicauda","Oeste De Punta San Juan","1998","1998","Especimen preservado de Haemulon maculicauda en Michoacán","Peces; Ictiologia; Presencia; Oeste De Punta San Juan"
"788","Michoacán","Haemulon steindachneri","Lázaro Cárdenas","2008","2008","Especimen preservado de Haemulon steindachneri en Michoacán","Peces; Ictiologia; Presencia; Lázaro Cárdenas"
"789","Michoacán","Haemulopsis elongatus","Lázaro Cárdenas","2008","2008","Especimen preservado de Haemulopsis elongatus en Michoacán","Peces; Ictiologia; Presencia; Lázaro Cárdenas"
"790","Michoacán","Hippocampus ingens","Punta Coyacal, Lázaro Cárdenas","1985","1985","Especimen preservado de Hippocampus ingens en Michoacán","Peces; Ictiologia; Presencia; Punta Coyacal, Lázaro Cárdenas"
"791","Michoacán","Hypsoblennius brevipinnis","Caleta De Campos","1996","1996","Especimen preservado de Hypsoblennius brevipinnis en Michoacán","Peces; Ictiologia; Presencia; Caleta De Campos"
"792","Michoacán","Labrisomus xanti,","Caleta De Campos","1990","1990","Especimen preservado de Labrisomus xanti, en Michoacán","Peces; Ictiologia; Presencia; Caleta De Campos"
"793","Michoacán","Larimus argenteus","Barra Nexpa","2002","2002","Especimen preservado de Larimus argenteus en Michoacán","Peces; Ictiologia; Presencia; Barra Nexpa"
"794","Michoacán","Lepophidium prorates","Suroeste La Playa Corrida De San Juan","1983","1983","Especimen preservado de Lepophidium prorates en Michoacán","Peces; Ictiologia; Presencia; Suroeste La Playa Corrida De San Juan"
"795","Michoacán","Lophiodes caulinaris","Este La Ticla","1998","1998","Especimen preservado de Lophiodes caulinaris en Michoacán","Peces; Ictiologia; Presencia; Este La Ticla"
"796","Michoacán","Lophiodes spirulus","Suroeste Chuquiapan","1983","1983","Especimen preservado de Lophiodes spirulus en Michoacán","Peces; Ictiologia; Presencia; Suroeste Chuquiapan"
"797","Michoacán","Lutjanus guttatus","Suroeste Ostuta","1985","1985","Especimen preservado de Lutjanus guttatus en Michoacán","Peces; Ictiologia; Presencia; Suroeste Ostuta"
"798","Michoacán","Lutjanus guttatus","Suroeste Punta Piedras Blancas","1985","1985","Especimen preservado de Lutjanus guttatus en Michoacán","Peces; Ictiologia; Presencia; Suroeste Punta Piedras Blancas"
"799","Michoacán","Lutjanus inermis","Barra de Nexpa","2002","2002","Especimen preservado de Lutjanus inermis en Michoacán","Peces; Ictiologia; Presencia; Barra de Nexpa"
"800","Michoacán","Lutjanus peru","Playa Azul","1985","1985","Especimen preservado de Lutjanus peru en Michoacán","Peces; Ictiologia; Presencia; Playa Azul"
"801","Michoacán","Menidia humboldtiana","Patzcuaro","1940","1940","Especimen preservado de Menidia humboldtiana en Michoacán","Peces; Ictiologia; Presencia; Patzcuaro"
"802","Michoacán","Mulloidichthys dentatus","Lázaro Cárdenas","2008","2008","Especimen preservado de Mulloidichthys dentatus en Michoacán","Peces; Ictiologia; Presencia; Lázaro Cárdenas"
"803","Michoacán","Muraena argus","Playa Azul","1998","1998","Especimen preservado de Muraena argus en Michoacán","Peces; Ictiologia; Presencia; Playa Azul"
"804","Michoacán","Narcine vermiculatus","Guagua","1985","1985","Especimen preservado de Narcine vermiculatus en Michoacán","Peces; Ictiologia; Presencia; Guagua"
"805","Michoacán","Narcine vermiculatus","Lazaro Cárdenas, Punta Coyucal","1985","1985","Especimen preservado de Narcine vermiculatus en Michoacán","Peces; Ictiologia; Presencia; Lazaro Cárdenas, Punta Coyucal"
"806","Michoacán","Ophichthus triserialis","Ixtapilla","1982","1982","Especimen preservado de Ophichthus triserialis en Michoacán","Peces; Ictiologia; Presencia; Ixtapilla"
"807","Michoacán","Ophichthus zophochir","Playa Azul, Lázaro Cárdenas","1989","1989","Especimen preservado de Ophichthus zophochir en Michoacán","Peces; Ictiologia; Presencia; Playa Azul, Lázaro Cárdenas"
"808","Michoacán","Ophioblennius steindachneri","Caleta De Campos","1989","2002","Especimen preservado de Ophioblennius steindachneri en Michoacán","Peces; Ictiologia; Presencia; Caleta De Campos"
"809","Michoacán","Ophioscion imiceps","Punta Cayacol, Lázaro Cárdenas","1982","1982","Especimen preservado de Ophioscion imiceps en Michoacán","Peces; Ictiologia; Presencia; Punta Cayacol, Lázaro Cárdenas"
"810","Michoacán","Ophioscion scierus","Lázaro Cárdenas","2008","2008","Especimen preservado de Ophioscion scierus en Michoacán","Peces; Ictiologia; Presencia; Lázaro Cárdenas"
"811","Michoacán","Ophioscion strabo","Lázaro Cárdenas","2008","2008","Especimen preservado de Ophioscion strabo en Michoacán","Peces; Ictiologia; Presencia; Lázaro Cárdenas"
