"","State/Province","Scientific name","County","Inicio","Fin","Titulo","Key"
"187","Campeche","Diplectrum radiale","Sonda De Campeche Frente A La Laguna De Términos","1978","1978","Especimen preservado de Diplectrum radiale en Campeche","Peces; Ictiologia; Presencia; Sonda De Campeche Frente A La Laguna De Términos"
"188","Campeche","Dipturus olseni","Isla Del Carmen","2008","2008","Especimen preservado de Dipturus olseni en Campeche","Peces; Ictiologia; Presencia; Isla Del Carmen"
"189","Campeche","Dormitator maculatus","Palizada Boca Chica, Laguna De Términos","1984","1984","Especimen preservado de Dormitator maculatus en Campeche","Peces; Ictiologia; Presencia; Palizada Boca Chica, Laguna De Términos"
"190","Campeche","Dysoma anguilare","Isla Del Carmen","2008","2008","Especimen preservado de Dysoma anguilare en Campeche","Peces; Ictiologia; Presencia; Isla Del Carmen"
"191","Campeche","Echeneis naucrates","Boca El Carmen Frente A Punta Zacatal, Laguna De Términos","1979","1979","Especimen preservado de Echeneis naucrates en Campeche","Peces; Ictiologia; Presencia; Boca El Carmen Frente A Punta Zacatal, Laguna De Términos"
"192","Campeche","Echeneis naucrates","Punta Gorda, Laguna De Términos","1979","1979","Especimen preservado de Echeneis naucrates en Campeche","Peces; Ictiologia; Presencia; Punta Gorda, Laguna De Términos"
"193","Campeche","Eleotris pisonis","Ciudad Del Carmen, Laguna De Términos","1964","1964","Especimen preservado de Eleotris pisonis en Campeche","Peces; Ictiologia; Presencia; Ciudad Del Carmen, Laguna De Términos"
"194","Campeche","Eleotris pisonis","Palizada Boca Chica, Laguna De Términos","1986","1986","Especimen preservado de Eleotris pisonis en Campeche","Peces; Ictiologia; Presencia; Palizada Boca Chica, Laguna De Términos"
"195","Campeche","Elops saurus","Punta El Caracol, Laguna De Términos","1979","1979","Especimen preservado de Elops saurus en Campeche","Peces; Ictiologia; Presencia; Punta El Caracol, Laguna De Términos"
"196","Campeche","Epinephelus adscensionis","Noreste De Cayo Arcas","1959","1959","Especimen preservado de Epinephelus adscensionis en Campeche","Peces; Ictiologia; Presencia; Noreste De Cayo Arcas"
"197","Campeche","Epinephelus itajara","Estero Pargo, Laguna De Términos","1984","1984","Especimen preservado de Epinephelus itajara en Campeche","Peces; Ictiologia; Presencia; Estero Pargo, Laguna De Términos"
"198","Campeche","Epinephelus morio","Sonda De Campeche Frente A La Laguna De Términos","1982","1982","Especimen preservado de Epinephelus morio en Campeche","Peces; Ictiologia; Presencia; Sonda De Campeche Frente A La Laguna De Términos"
"199","Campeche","Epinephelus nigritus","Champotón","1982","1982","Especimen preservado de Epinephelus nigritus en Campeche","Peces; Ictiologia; Presencia; Champotón"
"200","Campeche","Epinephelus niveatus","Sonda De Campeche Frente A La Laguna De Términos","1980","1980","Especimen preservado de Epinephelus niveatus en Campeche","Peces; Ictiologia; Presencia; Sonda De Campeche Frente A La Laguna De Términos"
"201","Campeche","Equetus lanceolatus","Sonda De Campeche Frente A La Laguna De Términos","1982","1982","Especimen preservado de Equetus lanceolatus en Campeche","Peces; Ictiologia; Presencia; Sonda De Campeche Frente A La Laguna De Términos"
"202","Campeche","Etropus crossotus","Entre Río Palizada Y Cd. Del Carmen","1976","1976","Especimen preservado de Etropus crossotus en Campeche","Peces; Ictiologia; Presencia; Entre Río Palizada Y Cd. Del Carmen"
"203","Campeche","Eucinostomus argenteus","Estero Pargo Y Bajos Del Cayo","1977","1977","Especimen preservado de Eucinostomus argenteus en Campeche","Peces; Ictiologia; Presencia; Estero Pargo Y Bajos Del Cayo"
"204","Campeche","Eucinostomus argenteus","Sonda De Campeche","1978","1978","Especimen preservado de Eucinostomus argenteus en Campeche","Peces; Ictiologia; Presencia; Sonda De Campeche"
"205","Campeche","Eucinostomus gula","Punta Gorda, Laguna De Términos","1977","1977","Especimen preservado de Eucinostomus gula en Campeche","Peces; Ictiologia; Presencia; Punta Gorda, Laguna De Términos"
"206","Campeche","Eucinostomus lefroyi","Isla Del Carmen","2008","2008","Especimen preservado de Eucinostomus lefroyi en Campeche","Peces; Ictiologia; Presencia; Isla Del Carmen"
"207","Campeche","Eucinostomus melanopterus","Sonda De Campeche Frente A La Laguna De Términos","1980","1980","Especimen preservado de Eucinostomus melanopterus en Campeche","Peces; Ictiologia; Presencia; Sonda De Campeche Frente A La Laguna De Términos"
"208","Campeche","Eugerres plumieri","Laguna De Términos","1977","1977","Especimen preservado de Eugerres plumieri en Campeche","Peces; Ictiologia; Presencia; Laguna De Términos"
"209","Campeche","Eugerres plumieri","Palizada Del Este, Laguna De Términos","1977","1977","Especimen preservado de Eugerres plumieri en Campeche","Peces; Ictiologia; Presencia; Palizada Del Este, Laguna De Términos"
"210","Campeche","Fistularia petimba","El Bosque","2008","2008","Especimen preservado de Fistularia petimba en Campeche","Peces; Ictiologia; Presencia; El Bosque"
"211","Campeche","Fistularia petimba","Sonda De Campeche Frente A La Laguna De Términos","1980","1980","Especimen preservado de Fistularia petimba en Campeche","Peces; Ictiologia; Presencia; Sonda De Campeche Frente A La Laguna De Términos"
"212","Campeche","Foetorepus agassizii","Laguna De Términos","1983","1983","Especimen preservado de Foetorepus agassizii en Campeche","Peces; Ictiologia; Presencia; Laguna De Términos"
"213","Campeche","Gambusia yucatana","Palizada Boca Chica, Laguna De Términos","1986","1986","Especimen preservado de Gambusia yucatana en Campeche","Peces; Ictiologia; Presencia; Palizada Boca Chica, Laguna De Términos"
